,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,"2449, 23rd Street, Potrero Terrace, SF, California, 94110, United States of America",,"909, Grant Avenue, Chinatown, SF, California, 94108, United States of America","888, Stockton Street, Chinatown, SF, California, 94108, United States of America","Limón Rotisserie, 1001, South Van Ness Avenue, Mission District, SF, California, 94110, United States of America","Domino's Pizza, 876, Geary Street, Tenderloin, SF, California, 94109, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","726, Clement Street, Richmond District, SF, California, 94118, United States of America","Good Mong Kok Bakery, 1039, Stockton Street, Chinatown, SF, California, 94114, United States of America","Good Eats Cafe, 200, Pine Street, Financial District, SF, California, 94104, United States of America","2066, Chestnut Street, Marina District, SF, California, 94123, United States of America","Super Duper Burgers, 346, Kearny Street, Chinatown, SF, California, 94108, United States of America",,,"Millberry Union, 500, Parnassus Avenue, Inner Sunset, SF, California, 94117, United States of America","COVA Hotel, 655, Ellis Street, Tenderloin, SF, California, 94109, United States of America","Market Street, Financial District, SF, California, 94114, United States of America","2444, Noriega Street, Sunset District, SF, California, 94122, United States of America","142, McAllister Street, Civic Center, SF, California, 94102, United States of America","Mission Street, St. Mary's Park, SF, California, 94134, United States of America","Mission Street, St. Mary's Park, SF, California, 94134, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,,"813, Cortland Avenue, Bernal Heights, SF, California, 94110, United States of America","1170, Powell Street, Chinatown, SF, California, 94108, United States of America","129, Ellis Street, Union Square, SF, California, 94102, United States of America","Thai Thai Noodle, 1400, California Street, Nob Hill, SF, California, 94114, United States of America",,"Stones Throw, 1896, Hyde Street, Russian Hill, SF, California, 94114, United States of America","Oyugu Sushi, 4036, Balboa Street, Seacliff, SF, California, 94122, United States of America","Flying falafel, 1051, Market Street, Tenderloin, SF, California, 94114, United States of America","2339, Noriega Street, Sunset District, SF, California, 94122, United States of America","45, Conkling Street, Bayview District, SF, California, 94124, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America","2460, San Bruno Avenue, Portola, SF, California, 94134, United States of America","Columbus Street, North Beach, SF, California, 94114, United States of America","977, North Point Street, Russian Hill, SF, California, 94109, United States of America","275, Battery Street, Financial District, SF, California, 94111, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Twitter, 1355, Market Street, Civic Center, SF, California, 94114, United States of America","Ocean Avenue, Ingleside, SF, California, 94132, United States of America","4683, Mission Street, Excelsior, SF, California, 94112, United States of America","1101, Stockton Street, Chinatown, SF, California, 94133, United States of America","958, Illinois Street, Dogpatch, SF, California, 94107, United States of America","2331-2333, Chestnut Street, Marina District, SF, California, 94114, United States of America","Mikkeller Bar, 34, Mason Street, Union Square, SF, California, 94114, United States of America",
1,,"1101, Grant Avenue, Chinatown, SF, California, 94133, United States of America",,"1117, Stockton Street, Chinatown, SF, California, 94133, United States of America","Brioche Bakery & Cafe, 210, Columbus Avenue, Chinatown, SF, California, 94133, United States of America","Heartbaker, 1408, Clement Street, Richmond District, SF, California, 94118, United States of America","Wa Li Bakery & Cafe, 1249, Stockton Street, North Beach, SF, California, 94114, United States of America","California Street, Financial District, SF, California, 94114, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America","Golden Horse Restaurant, 1060, Hyde Street, Nob Hill, SF, California, 94114, United States of America",,"13th Street, Hayes Valley, SF, California, 94114, United States of America",,"California Street, Financial District, SF, California, 94114, United States of America","Mazarine Coffee, 720, Market Street, Union Square, SF, California, 94105, United States of America","2049, Fillmore Street, Fillmore, SF, California, 94115, United States of America","153, Bacon Street, Portola, SF, California, 94134, United States of America","Arguello Market, 782, Arguello Boulevard, Jordan Park, SF, California, 94118, United States of America","Jane, 925, Larkin Street, Tenderloin, SF, California, 94109, United States of America","507, Columbus Avenue, North Beach, SF, California, 94133, United States of America","Ocean Avenue, Ingleside, SF, California, 94132, United States of America","Emanuel Coffee, 488, Haight Street, Lower Haight, SF, California, 94117, United States of America","510, Stevenson Street, Union Square, SF, California, 94103, United States of America","Old Bus Tavern, 3193, Mission Street, Bernal Heights, SF, California, 94110, United States of America","Fancy Wheat Field Bakery, 1362, Stockton Street, North Beach, SF, California, 94133, United States of America","17th Street, Mission District, SF, California, 94114, United States of America","1426, Polk Street, Nob Hill, SF, California, 94109, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Adventure in Food and Wine, 3331, 24th Street, Liberty Street Historic District, SF, California, 94110, United States of America","998, Market Street, Union Square, SF, California, 94102, United States of America","Rangoon Ruby, 1608, Polk Street, Nob Hill, SF, California, 94114, United States of America","Kyoto Sushi, 1233, Van Ness Avenue, Western Addition, SF, California, 94109, United States of America","295, Orizaba Avenue, Ocean View, SF, California, 94132, United States of America",,,"Royal Indian Cuisine, 1740, Fillmore Street, Fillmore, SF, California, 94115, United States of America","Yangtze Market, 2026, Mission Street, Mission District, SF, California, 94114, United States of America",,"Loehmann's, 222, Sutter Street, Union Square, SF, California, 94114, United States of America","120, Pine Street, Financial District, SF, California, 94111, United States of America","Saiwalks, Vietnamese Street Food, 3348, Steiner Street, Marina District, SF, California, 94114, United States of America","205, Franklin Street, Hayes Valley, SF, California, 94102, United States of America","Mission Street, St. Mary's Park, SF, California, 94134, United States of America","Pier 41, The Embarcadero, North Beach, SF, California, 94107, United States of America","Pier 39, North Beach, SF, California, 94107, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Market Street, Financial District, SF, California, 94114, United States of America",,"Heritage Marina Hotel, 2550, Van Ness Avenue, Russian Hill, SF, California, 94114, United States of America"
2,"416, Bay Street, Russian Hill, SF, California, 94133, United States of America",,,"Red Sea Market, 1801, San Jose Avenue, Glen Park, SF, California, 94112, United States of America","Sheraton Fisherman's Wharf Hotel, 2500, Mason Street, North Beach, SF, California, 94133, United States of America","4929, Mission Street, Excelsior, SF, California, 94112, United States of America","Marla Bakery, 3619, Balboa Street, Seacliff, SF, California, 94121, United States of America","‘āina, 900, 22nd Street, Dogpatch, SF, California, 94107, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Good Life Grocery, 448, Cortland Avenue, Bernal Heights, SF, California, 94110, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","324, South Van Ness Avenue, Mission District, SF, California, 94103, United States of America","23rd Street, Potrero Terrace, SF, California, 94114, United States of America",,,"2541, San Bruno Avenue, Portola, SF, California, 94134, United States of America",,"Francisca's, 3047, Mission Street, Bernal Heights, SF, California, 94110, United States of America","Mi Lindo Peru, 3226, Mission Street, Bernal Heights, SF, California, 94114, United States of America","Columbus Avenue, North Beach, SF, California, 94114, United States of America","Cambon Drive, Parkmerced, SF, California, 94132, United States of America","Chubby Noodle, 2205, Lombard Street, Cow Hollow, SF, California, 94123, United States of America","28, Leland Avenue, Visitacion Valley, SF, California, 94134, United States of America","1851, Noriega Street, Sunset District, SF, California, 94122, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America","CBS Interactive, 235, 2nd Street, South of Market, SF, California, 94114, United States of America","600, Monterey Boulevard, Ingleside, SF, California, 94127, United States of America","Century San Francisco Centre 9 and XD, 845, Market Street, Union Square, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Happy Donut, 299, Ellis Street, Union Square, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,"Guangdong Barbecue Restaurant, 2191, Irving Street, Sunset District, SF, California, 94122, United States of America","Edible Arrangements, 312, West Portal Ave, Saint Francis Wood, SF, California, 94127, United States of America","920, Geary Street, Tenderloin, SF, California, 94109, United States of America","3rd Street, Visitacion Valley, SF, California, 94124, United States of America","1000, Guerrero Street, Liberty Street Historic District, SF, California, 94110, United States of America","Irving Seafood Market, 2227, Irving Street, Sunset District, SF, California, 94122, United States of America","Outerlands, 4001, Judah Street, Sunset District, SF, California, 94122, United States of America","Americana Grill, 3528, Balboa Street, Seacliff, SF, California, 94121, United States of America","Cup A Joe, 896, Sutter Street, Union Square, SF, California, 94114, United States of America","79, Sansome Street, Financial District, SF, California, 94104, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","The Spice Jar, 2500, Bryant Street, Mission District, SF, California, 94110, United States of America",,"California Street, Financial District, SF, California, 94114, United States of America","Noori, 1924, Irving Street, Sunset District, SF, California, 94122, United States of America","Amante, 570, Green Street, North Beach, SF, California, 94114, United States of America"
3,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,,,"Common Sage, 1552, Polk Street, Nob Hill, SF, California, 94109, United States of America","366, Golden Gate Avenue, Civic Center, SF, California, 94102, United States of America","Sammy's Cafe, 1416, Bush Street, Nob Hill, SF, California, 94114, United States of America","Divisadero Street, Western Addition, SF, California, 94114, United States of America","444, Battery Street, Financial District, SF, California, 94111, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Market Street, Financial District, SF, California, 94114, United States of America",,"16th Street, Mission Bay, SF, California, 94114, United States of America",,"423, Bush Street, Chinatown, SF, California, 94108, United States of America","Jordan's Kitchen, 413, 10th Street, West SoMa, SF, California, 94103, United States of America","Van Ness Avenue, Hayes Valley, SF, California, 94114, United States of America","The PUB@SFSU, 1650, Holloway Avenue, Saint Francis Wood, SF, California, 94132, United States of America","3088, Balboa Street, Seacliff, SF, California, 94121, United States of America","2520, San Bruno Avenue, Portola, SF, California, 94134, United States of America","1005, Guerrero Street, Liberty Street Historic District, SF, California, 94110, United States of America",,"Glow Yoga & Wellness, 1548, Stockton Street, North Beach, SF, California, 94133, United States of America","905, California Street, Chinatown, SF, California, 94108, United States of America","Noeteca, 1551, Dolores Street, Noe Valley, SF, California, 94110, United States of America","1753, Taraval Street, West Portal, SF, California, 94116, United States of America",,"613, Faxon Avenue, Ingleside, SF, California, 94112, United States of America","Papa Mak's Burgers, 3755, Noriega Street, Sunset District, SF, California, 94122, United States of America","602, Eddy Street, Tenderloin, SF, California, 94109, United States of America","Harrison Street, South Beach, SF, California, 94017, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America",,"Cheng Hong Meat Market, 1335, Powell Street, North Beach, SF, California, 94114, United States of America","1108, Stockton Street, Chinatown, SF, California, 94133, United States of America","1468, Hyde Street, Nob Hill, SF, California, 94109, United States of America","Pier 41, The Embarcadero, North Beach, SF, California, 94107, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","655, Union Street, North Beach, SF, California, 94133, United States of America","Rhea's Market & Deli, 800, Valencia Street, Mission District, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Mission Street, St. Mary's Park, SF, California, 94134, United States of America","El Majahual, 1142, Valencia Street, Liberty Street Historic District, SF, California, 94114, United States of America","45, Castro Street, Duboce Triangle, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","499, Castro Street, Castro District, SF, California, 94114, United States of America","Tierra Mia Coffee, 3188, Mission Street, Bernal Heights, SF, California, 94110, United States of America",,"555, Golden Gate Avenue, Civic Center, SF, California, 94102, United States of America","Valencia Street, Liberty Street Historic District, SF, California, 94114, United States of America"
4,"Cathay Express Restaurant, 720, 14th Street, Duboce Triangle, SF, California, 94114, United States of America",,"Van Ness Avenue, Hayes Valley, SF, California, 94114, United States of America","1117, Fillmore Street, Western Addition, SF, California, 94115, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","732, Jackson Street, Chinatown, SF, California, 94133, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,"Sutter Cafe, 330, Sutter Street, Union Square, SF, California, 94108, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Hahn's Hibachi, 535, Irving Street, Inner Sunset, SF, California, 94122, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,"425, Hayes Street, Western Addition, SF, California, 94102, United States of America","Dapper Dog, 417, Castro Street, Castro District, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Nan King Road Bistro, 1360, 9th Avenue, Inner Sunset, SF, California, 94122, United States of America","Round Table Pizza, 4523, Mission Street, Excelsior, SF, California, 94112, United States of America","Wrecking Ball Coffee Roasters, 2271, Union Street, Cow Hollow, SF, California, 94123, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Le Soleil, 133, Clement Street, Jordan Park, SF, California, 94122, United States of America","Hawker Eats, 1650, Balboa Street, Richmond District, SF, California, 94121, United States of America","674, Broadway Street, Russian Hill-Paris Block Architectural District, SF, California, 94133, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Mission Picnic, 3275, 22nd Street, Liberty Street Historic District, SF, California, 94114, United States of America","Burma Love, 211, Valencia Street, Hayes Valley, SF, California, 94103, United States of America","Corner Bakery Cafe, 665, Market Street, Union Square, SF, California, 94105, United States of America","CoffeeShop, 3139, Mission Street, Bernal Heights, SF, California, 94114, United States of America","16th Street, Mission Bay, SF, California, 94114, United States of America","1116, Polk Street, Nob Hill, SF, California, 94109, United States of America","Richmond Republic Draught House, 642, Clement Street, Presidio Terrace, SF, California, 94118, United States of America",,"Papito, 317, Connecticut Street, Potrero Hill, SF, California, 94107, United States of America","4994, Mission Street, Excelsior, SF, California, 94112, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Mixt, 3130, Fillmore Street, Cow Hollow, SF, California, 94123, United States of America","1793, Haight Street, Cole Valley, SF, California, 94117, United States of America","1380, Sutter Street, Western Addition, SF, California, 94109, United States of America","Phat Philly, 3388, 24th Street, Liberty Street Historic District, SF, California, 94110, United States of America",,"Great Saigon, 915, Kearny Street, Chinatown, SF, California, 94133, United States of America","751, Diamond Street, Noe Valley, SF, California, 94114, United States of America",,"1255, 22nd Street, Potrero Hill, SF, California, 94107, United States of America","806, South Van Ness Avenue, Mission District, SF, California, 94110, United States of America","16th Street, Mission Bay, SF, California, 94114, United States of America","Tai Chi Restaurant, 2031, Polk Street, Nob Hill, SF, California, 94114, United States of America"
5,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Bush Street, Union Square, SF, California, 94114, United States of America","Eden Cafe, 47, Franklin Street, Hayes Valley, SF, California, 94114, United States of America","280, Golden Gate Avenue, Tenderloin, SF, California, 94102, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America","850, Bush Street, Union Square, SF, California, 94108, United States of America",,"3613, Sacramento Street, Presidio Heights, SF, California, 94118, United States of America","Taste of Jiangnang, 332, Clement Street, Jordan Park, SF, California, 94118, United States of America","2435, Clement Street, Richmond District, SF, California, 94121, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Ladle and Leaf, 55, 2nd Street, Financial District, SF, California, 94114, United States of America","4773, Mission Street, Excelsior, SF, California, 94112, United States of America","grubbin', 1404, Taraval Street, West Portal, SF, California, 94116, United States of America",,"Mission Street, St. Mary's Park, SF, California, 94134, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","2950, 21st Street, Mission District, SF, California, 94110, United States of America","177, Eddy Street, Tenderloin, SF, California, 94102, United States of America","3750, Geary Boulevard, Jordan Park, SF, California, 94122, United States of America","Treasure Island, SF, California, United States of America","Submarine Center, 820, Ulloa Street, West Portal, SF, California, 94127, United States of America","Dupont Thai, 1398, Grant Avenue, North Beach, SF, California, 94114, United States of America","358, Beach Street, Russian Hill, SF, California, 94133, United States of America","2144, Chestnut Street, Marina District, SF, California, 94123, United States of America",,"1735, Polk Street, Nob Hill, SF, California, 94109, United States of America","411, Ellis Street, Tenderloin, SF, California, 94102, United States of America","Union Larder, 1945, Hyde Street, Russian Hill, SF, California, 94114, United States of America",,"Twitter, 1355, Market Street, Civic Center, SF, California, 94114, United States of America","Urban Putt, 1096, South Van Ness Avenue, Mission District, SF, California, 94110, United States of America","Ocean Avenue, Ingleside, SF, California, 94132, United States of America",,"SaMa Inn Cafe, 1082, Folsom Street, West SoMa, SF, California, 94103, United States of America","294, Turk Street, Tenderloin, SF, California, 94102, United States of America","Tart to Tart, 641, Irving Street, Inner Sunset, SF, California, 94122, United States of America","Columbus Avenue, North Beach, SF, California, 94114, United States of America","Laplace, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Departamento Rosario, Sta. Fe, S2000, Argentina","250, Montgomery Street, Chinatown, SF, California, 94104, United States of America","930, Bush Street, Union Square, SF, California, 94109, United States of America","535, Florida Street, Mission District, SF, California, 94110, United States of America","Ocean Avenue, Ingleside, SF, California, 94132, United States of America","1079, Lombard Street, Russian Hill, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","SoMa StrEat Food Park, 428, 11th Street, West SoMa, SF, California, 94114, United States of America","A Desi Cafe, 1501, Noriega Street, Inner Sunset, SF, California, 94122, United States of America","City College of San Francisco (CCSF) Ocean Campus, 50, Phelan Avenue, Ingleside, SF, California, 94132, United States of America",,"SoMa StrEat Food Park, 428, 11th Street, West SoMa, SF, California, 94114, United States of America"
6,,,"1324, Fitzgerald Avenue, Bayview District, SF, California, 94124, United States of America","1746, Post Street, Fillmore, SF, California, 94115, United States of America","California Academy of Sciences, 55, Music Concourse Drive, Inner Sunset, SF, California, 94118, United States of America","3000, 24th Street, Mission District, SF, California, 94110, United States of America","515, Bay Street, Russian Hill, SF, California, 94133, United States of America","Little Beijing, 1316, Noriega Street, Inner Sunset, SF, California, 94122, United States of America","322, Kearny Street, Chinatown, SF, California, 94108, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America",,"2032, Union Street, Cow Hollow, SF, California, 94123, United States of America","2437, Noriega Street, Sunset District, SF, California, 94122, United States of America","1109, Fillmore Street, Western Addition, SF, California, 94115, United States of America","PacBell Building, 140, New Montgomery Street, South of Market, SF, California, 94105, United States of America","San Bruno Avenue, Portola, SF, California, 94124, United States of America",,"Basik Cafe, 1958, Polk Street, Nob Hill, SF, California, 94109, United States of America",,,"4788, Mission Street, Excelsior, SF, California, 94112, United States of America","65, Cambon Drive, Parkmerced, SF, California, 94132, United States of America","245, Jefferson Street, Russian Hill, SF, California, 94133, United States of America",,,"The Devil's Acre, 256, Columbus Avenue, Chinatown, SF, California, 94113, United States of America","Roxie Food Center, 1901, San Jose Avenue, Glen Park, SF, California, 94112, United States of America","3998, 18th Street, Castro District, SF, California, 94114, United States of America","Castro Street, Western Addition, SF, California, 94114, United States of America",,"Eight Am, 1323, Columbus Avenue, Russian Hill, SF, California, 94114, United States of America",,,"2225, Jennings Street, Bayview District, SF, California, 94124, United States of America","The Crew, 1330, Noriega Street, Inner Sunset, SF, California, 94122, United States of America","Victory Hall & Parlor, 360, Ritch Street, South Beach, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Columbus Avenue, North Beach, SF, California, 94114, United States of America","Bei Fang Style, 2218, Irving Street, Sunset District, SF, California, 94122, United States of America",,"Mission Street, St. Mary's Park, SF, California, 94134, United States of America","Cole Valley Cafe, 701, Cole Street, Cole Valley, SF, California, 94114, United States of America","1299, Pacific Avenue, Nob Hill, SF, California, 94109, United States of America","Paprika, 3324, 24th Street, Liberty Street Historic District, SF, California, 94114, United States of America","500, Post Street, Union Square, SF, California, 94102, United States of America","1198, Treat Avenue, Mission District, SF, California, 94110, United States of America","559, Divisadero Street, North of Panhandle, SF, California, 94114, United States of America","United Way Bay Area, 550, Kearny Street, Chinatown, SF, California, 94114, United States of America","Glutless, 170, O'Farrell Street, Tenderloin, SF, California, 94114, United States of America","Poke, 314, Church Street, Duboce Triangle, SF, California, 94114, United States of America"
7,"2101, Ingalls Street, Bayview District, SF, California, 94124, United States of America",,"Mission Street, St. Mary's Park, SF, California, 94134, United States of America","1222, Noriega Street, Inner Sunset, SF, California, 94122, United States of America",,"500, Post Street, Union Square, SF, California, 94102, United States of America","Live Oak School, 1555, Mariposa Street, Potrero Hill, SF, California, 94107, United States of America","Farmhouse Kitchen, 710, Florida Street, Mission District, SF, California, 94110, United States of America","Safeway, 2300, 16th Street, Mission District, SF, California, 94102, United States of America","San Francisco University High School, 3065, Jackson Street, Pacific Heights, SF, California, 94115, United States of America",,"Trader Joe's, 1095, Hyde Street, Nob Hill, SF, California, 94109, United States of America","253, Church Street, Duboce Triangle, SF, California, 94114, United States of America","1069, Pennsylvania Avenue, Potrero Terrace, SF, California, 94107, United States of America","Progress, 1525, Fillmore Street, Western Addition, SF, California, 95115, United States of America","628, 20th Street, Dogpatch, SF, California, 94107, United States of America","Maxfield's House of Caffeine, 398, Dolores Street, Liberty Street Historic District, SF, California, 94110, United States of America","Izakaya Sozai, 1500, Irving Street, Inner Sunset, SF, California, 94122, United States of America","364, Hayes Street, Hayes Valley, SF, California, 94102, United States of America","Target, 233, Winston Drive, Saint Francis Wood, SF, California, 94132, United States of America","517, Hayes Street, Western Addition, SF, California, 94102, United States of America","425, Barneveld Avenue, Bernal Heights, SF, California, 94124, United States of America",,,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,"16th Street, Mission Bay, SF, California, 94114, United States of America","4, The Embarcadero, South Beach, SF, California, 94107, United States of America","Geary Boulevard, Western Addition, SF, California, 94114, United States of America","Pier 41, The Embarcadero, North Beach, SF, California, 94107, United States of America","Modern Thai, 1247, Polk Street, Nob Hill, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,,,"Littlejohn's Candies, 1422, Market Street, Civic Center, SF, California, 94102, United States of America",,,,"2701, Leavenworth Street, Russian Hill, SF, California, 94133, United States of America","Monterey Deli, 499, Monterey Boulevard, Ingleside, SF, California, 94127, United States of America","Twitter, 1355, Market Street, Civic Center, SF, California, 94114, United States of America","Devil's Teeth Baking Company, 3876, Noriega Street, Sunset District, SF, California, 94122, United States of America","3224, 22nd Street, Liberty Street Historic District, SF, California, 94110, United States of America","581, Hayes Street, Western Addition, SF, California, 94102, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Spinnerie, 1401, Polk Street, Nob Hill, SF, California, 94164, United States of America",,"AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Christopher Elbow, 401, Hayes Street, Western Addition, SF, California, 94102, United States of America"
8,,"776, Broadway Street, Russian Hill-Paris Block Architectural District, SF, California, 94133, United States of America","De La Sole Footwear, 549, Castro Street, Castro District, SF, California, 94114, United States of America","Pork Store Cafe Valencia, 3122, 16th Street, Mission District, SF, California, 94114, United States of America","500, Post Street, Union Square, SF, California, 94102, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America","Bruno's Pizzeria, 1375, Fillmore Street, Western Addition, SF, California, 94115, United States of America",,"2809, 24th Street, Mission District, SF, California, 94110, United States of America","S&B Supermarket, 2203, Irving Street, Sunset District, SF, California, 94122, United States of America",,"Almanac Beer Taproom, 2704, 24th Street, Potrero Terrace, SF, California, 94110, United States of America","2339, Clement Street, Richmond District, SF, California, 94121, United States of America","Taqueria Vallarta, 3033, 24th Street, Mission District, SF, California, 94114, United States of America","Mission Street, St. Mary's Park, SF, California, 94134, United States of America","350, Golden Gate Avenue, Civic Center, SF, California, 94102, United States of America","Ottimista Enoteca-Café, 1838, Union Street, Cow Hollow, SF, California, 94114, United States of America","Black Sands Brewery, 701, Haight Street, Lower Haight, SF, California, 94117, United States of America","Battery Street, Financial District, SF, California, 94114, United States of America","Larkin Street, Civic Center, SF, California, 94114, United States of America","AT&T Park, 24, Willie Mays Plaza, South Beach, SF, California, 94107, United States of America",,"Poki Time, 549, Irving Street, Inner Sunset, SF, California, 94122, United States of America","133, 6th Street, West SoMa, SF, California, 94103, United States of America","2, Trinity Place, Financial District, SF, California, 94104, United States of America","16, California Street, Financial District, SF, California, 94111, United States of America","5, Lenox Way, West Portal, SF, California, 94127, United States of America","709, Larkin Street, Tenderloin, SF, California, 94109, United States of America","3515, 20th Street, Liberty Street Historic District, SF, California, 94110, United States of America","124, Columbus Avenue, Chinatown, SF, California, 94133, United States of America",,"185, Sutter Street, Financial District, SF, California, 94115, United States of America","Yacht Road, Marina District, SF, California, 94114, United States of America","Alta CA, Market Street, Civic Center, SF, California, 94114, United States of America","Fillmore Street, Fillmore, SF, California, 94114, United States of America",,,"Twitter, 1355, Market Street, Civic Center, SF, California, 94114, United States of America","Lord Stanley, 2065, Polk Street, Nob Hill, SF, California, 94114, United States of America","1520, South Van Ness Avenue, Bernal Heights, SF, California, 94110, United States of America","600, Monterey Boulevard, Ingleside, SF, California, 94127, United States of America","Battery Street, Financial District, SF, California, 94114, United States of America","Gallardos, 3248, 18th Street, Mission District, SF, California, 94110, United States of America",,"Blue Bottle, 115, Sansome Street, Financial District, SF, California, 94104, United States of America","77, McAllister Street, Tenderloin, SF, California, 94102, United States of America","596, O'Farrell Street, Tenderloin, SF, California, 94102, United States of America",,"4829, Mission Street, Excelsior, SF, California, 94112, United States of America",
