,business_id,short_inspect_date,risk_category,short_violation_id,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
1423,40123,20160511,Moderate Risk,103131,0,0,0,0,0,0,3
1424,62688,20171002,High Risk,103109,0,1,0,0,0,3,4
1425,7529,20171214,Low Risk,103161,0,1,0,0,0,0,1
1426,69172,20170103,Low Risk,103144,0,2,0,0,0,4,2
1427,65485,20171215,Low Risk,103154,0,4,0,0,0,1,2
1428,78028,20160609,Low Risk,103157,0,0,5,0,0,0,4
1429,87791,20180301,Moderate Risk,103119,7,0,0,0,0,0,6
1430,68955,20160907,Low Risk,103156,2,0,0,2,0,0,2
1431,81610,20171003,High Risk,103114,0,5,0,0,0,0,4
1432,62735,20161107,Low Risk,103149,0,5,0,0,0,0,5
1433,3929,20170406,Moderate Risk,103127,0,0,0,4,0,0,2
1434,2721,20150422,Moderate Risk,103131,0,0,5,0,0,3,0
1435,3285,20160324,Low Risk,103148,0,5,0,0,0,0,6
1436,7450,20170424,Moderate Risk,103120,0,0,0,4,0,0,5
1437,60550,20160701,Moderate Risk,103129,0,0,0,0,0,2,2
1438,68189,20171002,Low Risk,103149,0,3,0,0,0,2,3
1439,251,20180306,Low Risk,103154,1,0,0,0,0,0,1
1440,71999,20171127,High Risk,103109,0,4,0,0,0,5,4
1441,91300,20171002,Low Risk,103161,0,3,0,0,0,0,0
1442,86148,20160311,Low Risk,103154,0,0,0,0,0,0,3
1443,2077,20171214,Low Risk,103149,0,2,0,0,0,0,6
1444,91453,20170606,Low Risk,103138,0,0,0,5,0,0,0
1445,2797,20170615,High Risk,103103,0,4,0,6,0,5,4
1446,81606,20161004,Moderate Risk,103123,0,0,0,1,0,0,3
1447,64379,20180307,Low Risk,103142,2,0,3,0,0,0,4
1448,68036,20160815,Moderate Risk,103119,0,0,3,0,0,0,4
1449,4538,20161004,Low Risk,103154,0,0,2,0,0,0,3
1450,81135,20180302,Moderate Risk,103133,3,0,0,0,0,1,0
1451,23068,20151228,Low Risk,103150,0,5,0,0,0,0,3
1452,2798,20160524,Low Risk,103142,0,4,0,0,0,0,4
1453,90256,20170105,Moderate Risk,103120,0,0,0,0,0,0,4
1454,69016,20180301,Moderate Risk,103119,10,0,6,0,0,0,8
1455,91390,20171218,High Risk,103103,0,4,0,6,0,0,0
1456,38875,20160915,Moderate Risk,103120,5,0,0,0,0,4,5
1457,1344,20170925,Low Risk,103161,0,0,2,0,0,0,0
1458,1921,20180228,Low Risk,103135,6,0,0,4,0,0,3
1459,65350,20180305,Moderate Risk,103124,5,0,0,0,0,0,5
1460,6086,20180228,Moderate Risk,103119,2,0,0,0,0,0,1
1461,81654,20171003,Moderate Risk,103133,0,4,0,0,0,0,0
1462,92288,20170803,Moderate Risk,103120,0,0,3,0,0,0,0
1463,88323,20171002,High Risk,103103,0,7,0,0,0,0,4
1464,76061,20171219,Low Risk,103145,0,4,0,0,0,3,3
1465,84743,20160205,Moderate Risk,103119,0,0,0,0,0,0,2
1466,76035,20161004,High Risk,103109,0,0,7,0,0,0,5
1467,89453,20161019,Moderate Risk,103131,0,6,0,0,0,0,4
1468,8202,20160510,Low Risk,103154,5,0,0,0,0,0,6
1469,62708,20151104,Low Risk,103156,0,0,4,0,0,0,4
1470,71131,20161005,Low Risk,103154,0,0,0,5,0,5,5
1471,90487,20170418,Low Risk,103143,4,0,0,4,0,0,0
1472,84417,20170714,High Risk,103103,3,0,4,0,0,0,2
1473,4627,20180227,Low Risk,103154,4,0,0,0,0,0,4
1474,2252,20171215,Low Risk,103157,0,5,0,0,0,0,1
1475,90801,20171003,Low Risk,103149,0,1,0,0,0,0,0
1476,71723,20160607,Moderate Risk,103133,0,0,0,0,0,0,5
1477,86306,20160516,Low Risk,103144,0,4,0,0,0,0,6
1478,305,20160518,High Risk,103103,4,0,0,0,0,0,3
1479,70562,20160406,Moderate Risk,103120,3,0,3,0,0,0,2
1480,75139,20150722,Low Risk,103138,7,0,0,0,0,10,10
1481,1294,20170106,High Risk,103102,0,2,0,0,0,1,1
1482,68511,20161021,Low Risk,103153,3,0,0,0,0,0,1
1483,2837,20160805,High Risk,103103,0,0,0,0,0,2,1
1484,75147,20160504,High Risk,103109,0,3,0,0,0,0,2
1485,64814,20160224,Moderate Risk,103124,0,0,0,3,0,0,4
1486,88574,20171214,Low Risk,103149,0,2,0,0,0,0,4
1487,38458,20160512,Moderate Risk,103120,0,0,0,0,0,0,2
1488,63150,20160209,Moderate Risk,103116,0,0,6,0,0,1,7
1489,24572,20171004,Moderate Risk,103119,0,6,0,0,0,0,4
1490,88382,20160829,Moderate Risk,103129,0,0,0,3,0,0,3
1491,3260,20160930,Low Risk,103144,0,0,0,2,0,1,2
1492,89920,20180306,Low Risk,103156,1,0,0,0,0,0,1
1493,83305,20180227,Low Risk,103139,4,0,0,0,0,0,6
1494,84887,20170421,Low Risk,103154,0,0,0,6,0,0,7
1495,59872,20171214,Low Risk,103147,0,3,0,0,0,4,1
1496,94944,20180212,Low Risk,103139,2,0,0,0,0,0,0
1497,92983,20180228,Low Risk,103148,6,0,0,0,0,0,0
1498,69849,20180305,Low Risk,103142,3,0,3,0,0,4,4
1499,69813,20160419,High Risk,103109,0,2,0,0,0,1,1
1500,70983,20160504,Low Risk,103144,0,1,0,0,0,0,1
1501,4323,20180302,Low Risk,103152,2,0,3,0,0,5,5
1502,80587,20171002,Low Risk,103161,0,4,0,0,0,2,4
1503,85835,20160204,Low Risk,103154,4,0,0,0,0,0,7
1504,6003,20150429,Moderate Risk,103119,1,0,0,0,0,2,1
1505,93426,20180228,Low Risk,103145,5,0,0,0,0,0,0
1506,4588,20150414,Moderate Risk,103132,0,0,0,0,0,4,3
1507,60602,20171214,Low Risk,103144,0,3,0,0,0,3,2
1508,74371,20171215,Moderate Risk,103133,0,6,0,0,0,4,2
1509,2610,20171003,Moderate Risk,103120,0,3,0,0,0,0,4
1510,35702,20180306,Moderate Risk,103132,10,0,0,5,0,0,5
1511,5817,20171003,Low Risk,103149,2,2,0,0,0,0,2
1512,92662,20170921,Low Risk,103142,3,0,3,0,0,0,0
1513,86261,20160229,Low Risk,103150,0,0,0,4,0,0,4
1514,69291,20160330,Low Risk,103147,0,0,2,0,0,0,1
1515,2262,20160330,Low Risk,103144,0,0,0,1,0,0,2
1516,62896,20161213,Low Risk,103139,0,4,0,0,0,0,4
1517,69253,20160630,Moderate Risk,103120,0,3,4,0,0,3,2
1518,5820,20180305,Low Risk,103148,2,0,2,0,0,0,1
1519,81862,20180301,Moderate Risk,103131,4,0,0,0,0,0,1
1520,3343,20160907,Low Risk,103144,0,3,0,0,0,4,2
1521,77406,20160523,High Risk,103109,0,0,0,1,0,0,1
1522,85945,20170920,High Risk,103105,0,0,2,0,0,0,0
1523,68018,20180306,Moderate Risk,103124,1,0,1,0,0,0,1
1524,4894,20161024,Moderate Risk,103120,0,0,0,0,0,2,4
1525,33638,20171002,Low Risk,103161,0,3,0,0,0,0,2
1526,81264,20160210,Low Risk,103153,0,0,0,0,0,0,2
1527,82950,20160701,Low Risk,103161,0,0,0,0,0,1,1
1528,1493,20160331,Low Risk,103151,0,0,0,0,0,0,4
1529,65050,20160608,Moderate Risk,103131,0,0,0,8,0,4,7
1530,81258,20171214,Moderate Risk,103124,0,3,0,0,0,0,3
1531,74759,20180306,Low Risk,103135,2,0,0,0,0,0,0
1532,5156,20161024,Low Risk,103154,0,0,3,0,0,0,5
1533,90708,20171221,Moderate Risk,103133,0,5,0,0,0,0,0
1534,79821,20150721,Low Risk,103144,0,0,0,7,0,5,0
1535,5786,20171003,Low Risk,103161,0,2,0,0,0,0,0
1536,69529,20150616,Low Risk,103144,0,0,0,0,0,1,0
1537,473,20150720,High Risk,103103,0,0,0,0,0,3,3
1538,65830,20171004,Low Risk,103150,0,2,0,0,0,4,3
1539,64938,20180227,Moderate Risk,103118,6,0,0,0,0,0,5
1540,78779,20180227,Low Risk,103156,4,0,0,0,0,0,5
1541,87778,20161011,Low Risk,103157,0,6,0,0,0,0,5
1542,80422,20160518,High Risk,103105,0,0,0,0,0,0,1
1543,60628,20180305,Low Risk,103144,2,0,0,2,0,2,2
1544,9208,20160913,High Risk,103112,0,1,0,0,0,0,2
1545,4849,20160331,High Risk,103110,0,0,0,0,0,1,4
1546,91911,20170612,Moderate Risk,103133,0,0,0,4,0,0,0
1547,88508,20180305,Low Risk,103144,2,0,0,0,0,0,3
1548,84735,20160119,Moderate Risk,103119,0,0,0,0,0,0,3
1549,4553,20171003,Moderate Risk,103120,0,3,0,0,0,0,4
1550,4665,20160524,Low Risk,103154,0,2,0,0,0,4,2
1551,39586,20171215,Low Risk,103154,0,2,0,0,0,0,3
1552,2387,20180301,Low Risk,103144,4,0,0,0,0,0,6
1553,71286,20180302,Low Risk,103144,4,0,0,2,0,0,4
1554,2996,20160908,High Risk,103102,0,0,0,0,0,0,2
1555,5077,20180308,Moderate Risk,103127,1,0,0,0,0,0,0
1556,83497,20150909,Moderate Risk,103116,0,0,0,0,0,2,4
1557,80137,20161005,Low Risk,103149,0,0,4,0,0,1,3
1558,1122,20171214,Low Risk,103150,0,3,0,0,0,0,4
1559,80744,20150717,Moderate Risk,103133,0,0,0,0,0,3,3
1560,70148,20150727,Moderate Risk,103116,4,0,0,0,0,4,2
1561,79125,20171221,Low Risk,103156,0,2,1,2,0,0,1
1562,67545,20160502,Low Risk,103138,0,0,0,2,0,4,3
1563,78215,20180305,Moderate Risk,103119,5,0,8,0,0,3,6
1564,64843,20161024,High Risk,103105,0,0,0,0,0,6,4
1565,64502,20160930,Low Risk,103154,0,0,0,2,0,0,3
1566,39606,20171213,Moderate Risk,103129,0,3,0,0,0,0,1
1567,90409,20170927,Moderate Risk,103119,0,0,3,0,0,0,3
1568,89025,20171003,Low Risk,103154,0,3,0,0,0,0,6
1569,83570,20150723,Moderate Risk,103120,0,0,0,0,0,1,7
1570,20291,20150407,Moderate Risk,103124,0,2,0,0,0,2,3
1571,91313,20180306,Low Risk,103162,1,5,0,0,0,0,0
1572,3304,20160406,Moderate Risk,103120,0,0,0,0,0,0,4
1573,87316,20180228,Moderate Risk,103119,2,0,0,0,0,0,0
1574,2980,20161024,High Risk,103109,2,0,0,0,0,2,2
1575,38808,20160310,Low Risk,103148,0,0,6,0,0,0,4
1576,28206,20170510,Low Risk,103142,4,0,0,7,0,4,7
1577,6029,20171002,Moderate Risk,103124,0,3,0,0,0,0,0
1578,70022,20160331,Low Risk,103138,0,0,5,0,0,0,7
1579,1249,20171002,High Risk,103103,0,6,0,0,0,0,5
1580,64141,20180307,Moderate Risk,103120,4,0,4,0,0,0,4
1581,442,20180123,Moderate Risk,103124,3,0,0,5,0,0,5
1582,619,20170929,Low Risk,103149,0,0,4,0,0,1,5
1583,83587,20160506,Low Risk,103150,0,0,0,0,0,0,2
1584,83389,20150814,High Risk,103105,0,1,0,0,0,1,1
1585,78408,20171211,Moderate Risk,103131,0,3,0,0,0,2,2
1586,1724,20160309,Moderate Risk,103131,0,0,0,0,0,0,4
1587,3819,20150610,Moderate Risk,103120,0,4,0,0,0,3,0
1588,65111,20180306,Moderate Risk,103120,5,0,6,0,0,2,2
1589,86358,20171215,Moderate Risk,103131,0,3,0,0,0,0,0
1590,2245,20160419,Low Risk,103156,0,0,1,0,0,0,3
1591,2601,20160310,Low Risk,103139,0,0,0,2,0,0,3
1592,3951,20170920,High Risk,103114,0,0,6,3,0,0,6
1593,86486,20180228,Moderate Risk,103133,2,0,4,0,0,0,0
1594,89982,20171003,Low Risk,103139,0,5,0,0,0,0,6
1595,4071,20160513,Low Risk,103145,0,0,0,0,0,0,2
1596,11079,20160330,Low Risk,103144,0,0,5,0,0,0,4
1597,539,20160419,Moderate Risk,103119,0,3,0,0,0,2,1
1598,93023,20171101,Moderate Risk,103124,0,1,0,0,0,0,0
1599,86407,20160427,Low Risk,103144,0,0,0,1,0,0,1
1600,639,20160303,Moderate Risk,103134,0,2,0,0,0,3,3
1601,87909,20171101,Low Risk,103137,0,4,0,0,0,0,0
1602,64717,20180228,Moderate Risk,103124,2,0,0,0,0,0,1
1603,36014,20180227,Low Risk,103161,2,0,0,0,0,4,3
1604,70207,20171215,Moderate Risk,103116,0,2,0,0,0,1,2
1605,85972,20161005,Low Risk,103147,0,0,2,0,0,0,5
1606,17822,20150925,High Risk,103109,0,0,0,0,0,2,0
1607,70516,20180227,Low Risk,103144,3,0,0,4,0,0,4
1608,58573,20170925,Low Risk,103156,0,0,4,1,0,0,2
1609,90427,20170420,Moderate Risk,103120,0,0,0,2,0,0,0
1610,71682,20171215,Low Risk,103156,0,3,0,0,0,0,3
1611,2004,20160701,Low Risk,103149,0,4,0,0,0,0,1
1612,80995,20180306,Moderate Risk,103120,2,0,0,0,0,0,1
1613,72176,20160225,High Risk,103103,0,0,0,0,0,0,9
1614,74549,20171215,Moderate Risk,103119,0,2,0,0,0,0,4
1615,59215,20160524,High Risk,103105,0,3,0,0,0,0,2
1616,29429,20171218,Low Risk,103154,0,4,0,0,0,5,4
1617,60473,20171215,Low Risk,103141,0,4,0,3,0,0,5
1618,90510,20170424,High Risk,103102,0,0,0,7,0,0,0
1619,81202,20180208,Low Risk,103144,1,0,2,0,0,0,1
1620,76401,20151204,Low Risk,103161,0,5,0,0,0,0,4
1621,84892,20161026,Low Risk,103142,0,0,0,0,0,0,2
1622,59599,20180228,Low Risk,103150,3,0,2,0,0,0,2
1623,80619,20171005,Moderate Risk,103119,0,2,0,0,0,0,2
1624,7555,20160310,Low Risk,103139,0,1,0,0,0,0,4
1625,69199,20180223,Low Risk,103139,4,0,0,0,0,0,9
1626,2971,20150914,Moderate Risk,103133,0,0,0,0,0,1,0
1627,90139,20170425,Moderate Risk,103134,0,0,0,4,0,0,0
1628,37361,20160328,Moderate Risk,103119,0,0,0,0,0,0,1
1629,59833,20170929,Low Risk,103149,0,0,3,0,0,0,7
1630,83325,20180122,Low Risk,103157,1,0,0,4,0,1,0
1631,2664,20151110,Moderate Risk,103119,0,5,0,0,0,0,4
1632,1837,20160722,Low Risk,103157,0,0,5,0,0,0,4
1633,84339,20160413,Moderate Risk,103124,0,0,0,0,0,0,1
1634,522,20151124,High Risk,103103,0,0,3,0,0,1,4
1635,1595,20171214,Moderate Risk,103120,0,1,0,0,0,2,2
1636,87799,20160621,Low Risk,103154,0,4,0,0,0,0,6
1637,67565,20161212,Moderate Risk,103132,0,0,5,0,0,0,4
1638,62769,20171103,High Risk,103114,0,5,0,0,0,0,4
1639,85164,20180308,Moderate Risk,103119,4,0,4,0,0,0,4
1640,61326,20171215,Moderate Risk,103133,0,1,0,0,0,0,0
1641,87469,20160606,Moderate Risk,103119,0,0,0,0,0,0,1
1642,10332,20171002,Moderate Risk,103133,0,5,0,0,0,0,6
1643,91796,20171102,Low Risk,103142,0,4,0,0,0,0,0
1644,59574,20160909,Low Risk,103149,4,0,3,0,0,0,1
1645,76355,20160410,Low Risk,103145,0,0,2,2,0,1,2
1646,68321,20160407,Low Risk,103148,0,5,0,0,0,0,7
1647,3784,20150604,Low Risk,103154,0,0,0,0,0,2,4
1648,75530,20161209,Low Risk,103154,0,0,0,0,0,0,1
1649,3642,20151029,Moderate Risk,103131,0,3,0,3,0,0,2
1650,36513,20160908,Low Risk,103139,0,0,0,0,0,0,2
1651,691,20180307,Low Risk,103142,3,0,4,0,0,4,3
1652,6643,20170130,Low Risk,103138,0,0,0,0,0,0,8
1653,81164,20171003,Low Risk,103161,0,2,0,0,0,0,1
1654,3160,20160308,Moderate Risk,103124,0,3,0,0,0,3,3
1655,92555,20171002,Low Risk,103161,0,2,0,0,0,0,0
1656,74826,20170823,Moderate Risk,103131,0,0,6,0,0,0,6
1657,4850,20160419,Moderate Risk,103118,0,0,1,0,0,0,3
1658,90837,20170719,Low Risk,103139,0,0,3,0,0,0,0
1659,90525,20170314,Moderate Risk,103133,5,0,0,0,0,0,6
1660,2620,20171214,Low Risk,103136,0,2,0,0,0,2,0
1661,2829,20180228,Low Risk,103142,2,0,0,0,0,0,3
1662,80964,20180306,High Risk,103103,4,0,0,0,0,0,3
1663,8847,20151002,Low Risk,103151,0,0,0,0,0,0,4
1664,2406,20180301,Low Risk,103154,4,0,0,0,0,0,0
1665,86160,20170522,High Risk,103103,0,4,0,4,0,0,0
1666,71980,20160908,High Risk,103103,0,0,0,0,0,0,5
1667,82373,20171010,Moderate Risk,103120,0,2,0,0,0,0,3
1668,33468,20161004,Moderate Risk,103131,0,0,4,0,0,0,6
1669,85683,20180305,Low Risk,103154,3,0,0,0,0,0,1
1670,2743,20161024,Low Risk,103154,0,3,0,0,0,0,3
1671,34839,20170109,Moderate Risk,103119,0,0,5,0,0,0,5
1672,2932,20161128,Low Risk,103144,0,0,0,0,0,0,2
1673,34787,20160523,Moderate Risk,103133,0,0,2,0,0,0,2
1674,3061,20150709,Low Risk,103149,0,1,0,0,0,3,2
1675,4732,20171219,Moderate Risk,103116,0,4,1,0,0,0,5
1676,60114,20180305,Moderate Risk,103119,3,0,3,0,0,0,4
1677,74244,20171003,Low Risk,103154,0,3,0,0,0,2,0
1678,35507,20161209,Moderate Risk,103132,3,0,0,0,0,0,3
1679,90316,20180306,Low Risk,103149,2,0,0,0,0,0,2
1680,80460,20161212,Moderate Risk,103119,0,0,0,0,0,0,4
1681,82944,20171212,Low Risk,103145,0,3,0,0,0,0,2
1682,81245,20171002,Low Risk,103139,0,3,0,0,0,0,0
1683,60737,20161003,Moderate Risk,103120,4,0,0,0,0,0,2
1684,3082,20161118,High Risk,103105,3,0,0,0,0,0,5
1685,631,20150605,Moderate Risk,103120,4,0,0,0,0,2,1
1686,26341,20160602,Low Risk,103145,0,0,0,0,0,0,2
1687,74524,20171025,Moderate Risk,103133,0,2,0,0,0,0,1
1688,23273,20171218,Moderate Risk,103131,0,1,0,0,0,1,2
1689,6734,20160512,Low Risk,103138,0,6,0,0,0,6,1
1690,2455,20171003,Moderate Risk,103120,0,2,0,0,0,1,1
1691,77850,20171218,High Risk,103109,0,1,0,0,0,0,6
1692,71576,20171215,Low Risk,103157,0,3,0,0,0,0,2
1693,68824,20171214,Low Risk,103154,0,1,0,0,0,0,2
1694,68269,20161024,Low Risk,103154,0,0,2,0,0,0,1
1695,71327,20170810,Moderate Risk,103131,0,0,4,0,0,0,4
1696,89847,20170802,Moderate Risk,103133,0,0,2,0,0,0,0
1697,87700,20171004,Low Risk,103136,0,3,0,0,0,0,2
1698,10170,20160909,High Risk,103114,0,0,0,0,0,5,1
1699,1232,20160523,Low Risk,103156,0,2,0,7,0,0,1
1700,89788,20170309,Moderate Risk,103119,0,0,0,0,0,0,1
1701,2818,20160916,Low Risk,103139,0,0,1,0,0,0,3
1702,10227,20180307,Low Risk,103144,5,0,7,0,0,0,4
1703,81244,20171214,Low Risk,103150,0,4,0,0,0,0,2
1704,3118,20150929,Moderate Risk,103124,0,0,0,2,0,1,0
1705,1949,20180305,Moderate Risk,103133,2,0,0,0,0,0,3
1706,62060,20160523,Moderate Risk,103120,0,0,0,1,0,0,1
1707,64361,20160222,Low Risk,103152,0,0,0,0,0,0,4
1708,37792,20180228,Low Risk,103154,2,0,0,2,0,1,2
1709,79756,20161214,Moderate Risk,103131,0,3,0,0,0,0,2
1710,4755,20171004,Low Risk,103139,0,3,0,0,0,1,5
1711,84449,20151120,Low Risk,103156,0,0,0,0,0,0,1
1712,64176,20160419,Low Risk,103154,0,0,6,0,0,5,4
1713,7479,20161128,Moderate Risk,103119,0,0,0,0,0,0,3
1714,2066,20180307,Low Risk,103142,4,0,7,0,0,0,4
1715,68352,20161114,Low Risk,103154,0,0,0,0,0,0,3
1716,3948,20160328,Low Risk,103154,3,0,0,0,0,0,2
1717,80312,20160419,Moderate Risk,103120,0,0,0,0,0,0,8
1718,83711,20180220,Low Risk,103154,1,0,0,0,0,0,2
1719,80658,20160701,Moderate Risk,103124,0,0,0,1,0,0,1
1720,61073,20150929,Low Risk,103147,0,0,0,0,0,2,4
1721,80273,20160310,High Risk,103105,0,0,0,8,0,0,7
1722,74039,20160329,Low Risk,103149,0,1,0,0,0,0,1
1723,17750,20161024,Low Risk,103144,4,0,0,0,0,0,5
1724,64004,20160608,Low Risk,103157,0,0,2,0,0,0,2
1725,6032,20160912,Moderate Risk,103133,0,0,0,0,0,0,1
1726,34910,20180306,Moderate Risk,103133,3,6,0,0,0,4,4
1727,86470,20160316,Low Risk,103149,0,0,0,0,0,0,2
1728,77816,20150317,Moderate Risk,103116,0,0,0,0,0,0,1
1729,5498,20160410,High Risk,103102,0,0,1,0,0,0,1
1730,71696,20150826,Moderate Risk,103129,0,0,0,0,0,2,3
1731,68560,20160912,Low Risk,103145,0,0,0,0,0,7,4
1732,7206,20171003,Moderate Risk,103119,0,1,0,0,0,1,0
1733,5859,20170927,Moderate Risk,103119,0,0,2,0,0,2,3
1734,62765,20160120,Low Risk,103154,0,0,0,0,0,0,5
1735,984,20160613,High Risk,103103,0,0,7,0,0,0,3
1736,38606,20180228,Moderate Risk,103133,3,0,0,0,0,0,4
1737,64549,20161212,Low Risk,103154,0,0,10,0,0,0,4
1738,68766,20170109,Low Risk,103145,2,0,0,0,0,0,1
1739,5252,20150327,Moderate Risk,103119,0,0,0,0,0,0,3
1740,3394,20160419,Low Risk,103156,0,0,0,0,0,0,2
1741,4716,20180307,High Risk,103114,3,0,4,0,0,6,3
1742,79989,20171212,Low Risk,103154,0,3,0,0,0,3,5
1743,4932,20160607,Moderate Risk,103124,0,4,0,6,0,0,3
1744,19076,20150602,Low Risk,103144,0,0,0,8,0,5,7
1745,78705,20160419,Low Risk,103144,0,3,0,0,0,0,4
1746,94189,20171130,Moderate Risk,103129,0,1,0,0,0,0,0
1747,4688,20161209,Low Risk,103144,0,0,3,3,0,2,3
1748,68814,20151210,Moderate Risk,103119,0,1,0,0,0,1,2
1749,1973,20171017,Low Risk,103144,0,5,0,0,0,0,7
1750,7779,20160608,Low Risk,103142,0,2,0,1,0,0,1
1751,63503,20170929,Low Risk,103138,0,0,4,0,0,0,4
1752,29428,20150610,Low Risk,103147,5,0,0,3,0,5,0
1753,85927,20180108,Low Risk,103154,2,0,4,0,0,0,2
1754,3014,20160608,Low Risk,103148,0,3,0,0,0,10,3
1755,5855,20160419,Low Risk,103161,0,0,0,3,0,0,4
1756,4708,20171215,Low Risk,103157,0,3,0,2,0,2,2
1757,63971,20171117,Low Risk,103142,0,2,0,0,0,0,2
1758,77632,20160308,Moderate Risk,103119,0,3,0,0,0,0,3
1759,71287,20150921,Moderate Risk,103119,5,0,0,0,0,5,3
1760,2057,20180228,High Risk,103103,4,0,0,0,0,3,3
1761,35469,20161209,Low Risk,103156,0,4,0,0,0,0,4
1762,2749,20160609,Low Risk,103154,0,1,0,3,0,0,2
1763,3185,20161003,Low Risk,103154,0,0,4,0,0,0,2
1764,1796,20161005,Low Risk,103154,0,6,0,0,0,1,6
1765,37166,20160523,High Risk,103103,1,0,0,0,0,0,2
1766,80931,20160701,Moderate Risk,103132,5,0,0,0,0,0,1
1767,84619,20160908,Low Risk,103154,3,0,0,0,0,0,2
1768,81866,20150825,Moderate Risk,103133,3,0,0,0,0,8,3
1769,80417,20161114,Low Risk,103154,0,0,0,0,0,0,4
1770,5849,20161025,Moderate Risk,103129,0,0,0,0,0,1,1
1771,60230,20160610,Low Risk,103139,0,2,0,0,0,4,4
1772,81302,20160609,Low Risk,103142,0,5,0,0,0,0,6
1773,3870,20160608,Low Risk,103149,3,0,3,0,0,0,6
1774,6813,20160701,Low Risk,103144,0,0,0,0,0,0,1
1775,84256,20161209,Moderate Risk,103120,0,0,1,0,0,4,4
1776,86885,20160413,Moderate Risk,103120,1,0,3,0,0,0,4
1777,70838,20160610,Low Risk,103147,5,0,0,0,0,0,4
1778,2261,20160330,Moderate Risk,103120,0,0,0,0,0,0,1
1779,75411,20150331,Moderate Risk,103129,0,0,2,0,0,0,1
1780,72015,20160419,Moderate Risk,103131,0,2,0,4,0,0,2
1781,1081,20160222,Moderate Risk,103131,0,3,0,0,0,4,1
1782,85722,20160122,High Risk,103105,3,0,0,0,0,0,1
1783,71311,20160610,Low Risk,103156,0,0,0,0,0,1,4
1784,88780,20171218,Low Risk,103150,0,3,0,0,0,0,1
1785,7055,20160525,Moderate Risk,103133,0,5,0,0,0,0,3
1786,81318,20160419,Low Risk,103144,0,0,0,6,0,0,4
1787,76294,20160610,Low Risk,103138,0,4,0,0,0,0,4
1788,7394,20151118,Moderate Risk,103131,4,0,0,0,0,0,4
1789,27851,20161003,Low Risk,103154,0,0,0,0,0,0,2
1790,70717,20160311,High Risk,103103,4,0,4,0,0,0,7
1791,79589,20160410,Low Risk,103145,0,0,0,4,0,1,2
1792,3631,20180301,Low Risk,103157,4,0,0,0,0,0,2
1793,765,20150603,Low Risk,103144,0,0,0,0,0,3,4
1794,89594,20171127,Low Risk,103149,0,2,0,0,0,0,0
1795,379,20160610,High Risk,103102,0,0,0,0,0,0,5
1796,93977,20171219,Moderate Risk,103127,0,1,0,0,0,0,0
1797,82339,20150609,Moderate Risk,103119,0,0,0,7,0,4,7
1798,59025,20160525,High Risk,103105,0,0,4,0,0,0,8
1799,81116,20160706,Moderate Risk,103119,0,0,4,0,0,4,6
1800,38072,20160524,Low Risk,103154,0,0,1,0,0,0,1
1801,78963,20160705,Low Risk,103142,0,0,0,0,0,0,5
1802,320,20171004,Low Risk,103144,0,2,0,0,0,6,8
1803,62913,20161024,Low Risk,103161,0,0,0,0,0,0,1
1804,68220,20160524,Moderate Risk,103131,4,0,0,0,0,0,3
1805,1482,20160309,Low Risk,103147,0,0,0,0,0,0,6
1806,63406,20160705,Low Risk,103154,0,3,0,0,0,0,2
1807,78669,20180307,Low Risk,103153,1,0,0,0,0,0,2
1808,2667,20160419,Low Risk,103154,0,0,5,0,0,0,1
1809,3731,20150402,Low Risk,103145,0,0,0,0,0,8,0
1810,80486,20160609,Low Risk,103149,0,3,0,3,0,0,2
1811,67427,20160504,Moderate Risk,103120,0,0,1,0,0,0,1
1812,37405,20160613,Moderate Risk,103119,0,4,0,0,0,0,6
1813,77425,20160706,Low Risk,103144,0,4,0,0,0,0,1
1814,70755,20160328,Low Risk,103139,0,0,0,0,0,0,2
1815,61953,20160609,Moderate Risk,103131,0,2,0,0,0,0,2
1816,5895,20150921,Low Risk,103149,0,0,1,0,0,2,0
1817,488,20160525,Low Risk,103149,2,0,0,0,0,0,3
1818,70780,20160331,Moderate Risk,103121,0,0,0,0,0,0,3
1819,1466,20160815,Low Risk,103144,0,0,0,0,0,0,1
1820,4145,20160705,Low Risk,103142,0,3,0,0,0,0,2
1821,1409,20161209,Low Risk,103154,0,2,0,0,0,0,2
1822,2279,20160419,Moderate Risk,103124,0,0,0,2,0,1,2
1823,59651,20160819,Moderate Risk,103133,0,0,5,0,0,0,5
1824,36215,20171219,Low Risk,103156,0,1,0,0,0,0,0
1825,67615,20171218,High Risk,103105,0,1,0,0,0,0,3
1826,91754,20171004,Moderate Risk,103133,0,1,0,0,0,0,0
1827,71563,20160705,Low Risk,103157,0,3,0,0,0,1,2
1828,7652,20180308,Moderate Risk,103124,1,0,2,0,0,0,4
1829,85787,20160912,High Risk,103102,0,0,0,0,0,0,4
1830,78662,20160913,Moderate Risk,103131,0,0,0,0,0,1,5
1831,3817,20160407,Moderate Risk,103133,0,5,0,0,0,4,6
1832,3443,20150908,Moderate Risk,103131,0,0,4,0,0,3,4
1833,78724,20160818,Low Risk,103144,0,0,0,0,0,0,2
1834,3444,20150908,Low Risk,103149,0,0,4,0,0,3,3
1835,5959,20180301,Low Risk,103142,1,2,0,0,0,0,2
1836,3445,20150824,Low Risk,103144,0,0,4,0,0,1,3
1837,65012,20171107,Low Risk,103157,0,3,0,0,0,0,5
