,business_id,short_inspect_date,risk_category,short_violation_id,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
2447,77520,20171005,Low Risk,103142,0,5,0,0,0,0,5
2448,5636,20160410,Low Risk,103149,0,0,0,1,0,1,2
2449,84634,20160412,Moderate Risk,103133,0,0,0,3,0,3,1
2450,85935,20160411,Low Risk,103138,0,0,1,0,0,0,1
2451,81303,20150902,High Risk,103107,3,0,0,0,0,3,3
2452,85697,20160218,Moderate Risk,103124,0,0,2,6,0,0,4
2453,66963,20180312,Low Risk,103145,2,0,0,0,0,0,2
2454,79220,20171002,Low Risk,103154,0,1,0,0,0,0,1
2455,88899,20171011,Low Risk,103157,0,4,0,0,0,0,2
2456,64787,20180309,Low Risk,103142,3,0,0,0,0,5,5
2457,17689,20170905,High Risk,103109,0,0,6,0,0,2,7
2458,21143,20180307,Low Risk,103144,3,0,0,0,0,0,1
2459,87761,20160616,Moderate Risk,103120,0,4,0,0,0,0,3
2460,91459,20170511,Low Risk,103144,0,7,0,3,0,0,0
2461,34220,20171006,Low Risk,103147,0,2,0,0,0,2,0
2462,94842,20180314,Moderate Risk,103132,3,0,0,0,0,0,0
2463,88087,20161229,High Risk,103107,0,3,0,0,0,0,4
2464,92825,20171108,Low Risk,103145,0,5,0,0,0,0,0
2465,68500,20160730,Low Risk,103144,1,0,0,0,0,0,4
2466,37407,20160712,Moderate Risk,103121,0,0,5,0,0,7,2
2467,78295,20170314,High Risk,103102,0,0,0,0,0,0,6
2468,1048,20150901,Low Risk,103149,0,4,0,0,0,5,2
2469,80305,20150410,Moderate Risk,103124,2,0,0,0,0,1,0
2470,65103,20160527,Low Risk,103157,0,4,0,0,0,0,3
2471,91008,20170424,Moderate Risk,103119,0,0,0,4,0,0,0
2472,1702,20150728,Moderate Risk,103131,0,8,0,0,0,5,0
2473,93193,20171107,Low Risk,103154,0,1,0,0,0,0,0
2474,12788,20150615,Moderate Risk,103119,0,1,0,0,0,1,0
2475,21921,20171010,Moderate Risk,103120,0,3,0,0,0,4,8
2476,37879,20151006,Low Risk,103157,5,0,6,0,0,0,8
2477,68540,20171011,Low Risk,103154,0,3,0,0,0,0,2
2478,85655,20160829,Moderate Risk,103133,0,0,3,0,0,0,3
2479,81368,20160414,Low Risk,103139,0,2,0,0,0,1,2
2480,89336,20170705,Low Risk,103139,2,0,4,0,0,0,0
2481,62057,20160526,High Risk,103102,0,0,7,0,0,3,2
2482,63191,20180312,Moderate Risk,103116,4,0,0,0,0,0,4
2483,86545,20171005,High Risk,103103,0,3,0,0,0,0,8
2484,66927,20160614,Low Risk,103154,0,0,0,2,0,0,1
2485,88821,20170414,Low Risk,103139,0,0,0,2,0,0,0
2486,82196,20170412,Moderate Risk,103119,0,2,0,4,0,0,2
2487,77098,20180308,Low Risk,103157,2,0,5,0,0,0,5
2488,66972,20160523,Low Risk,103147,0,0,0,0,0,0,3
2489,5791,20150915,Low Risk,103149,0,0,0,0,0,2,2
2490,71328,20150826,Low Risk,103144,0,0,0,0,0,3,0
2491,34676,20171005,High Risk,103114,0,9,0,0,0,6,9
2492,86134,20160812,Moderate Risk,103116,4,0,0,0,0,0,5
2493,5150,20170918,Low Risk,103142,0,0,5,0,0,3,8
2494,92955,20171011,Low Risk,103149,0,2,0,0,0,0,0
2495,89798,20170104,Moderate Risk,103120,0,6,0,0,0,0,4
2496,93911,20180206,Low Risk,103139,2,0,0,0,0,0,0
2497,86670,20160325,Moderate Risk,103119,0,0,0,0,0,0,6
2498,85930,20160128,Low Risk,103139,0,0,0,0,0,0,3
2499,81356,20160413,Moderate Risk,103129,0,0,0,0,0,0,3
2500,33467,20180103,Moderate Risk,103120,2,0,0,0,0,0,3
2501,25777,20180313,Low Risk,103154,3,0,4,0,0,2,0
2502,1672,20171004,Moderate Risk,103124,0,4,0,0,0,0,2
2503,81580,20161026,High Risk,103112,0,0,0,0,0,0,2
2504,10238,20160128,Low Risk,103150,0,0,0,0,0,6,4
2505,82959,20171004,Low Risk,103157,0,1,0,0,0,0,1
2506,91771,20170731,Low Risk,103149,0,0,3,0,0,0,0
2507,670,20160914,Moderate Risk,103132,0,5,0,0,0,7,6
2508,94710,20180227,Low Risk,103154,7,0,0,0,0,0,0
2509,14429,20150903,Low Risk,103141,0,0,0,0,0,2,0
2510,5091,20171005,Low Risk,103154,0,2,0,0,0,0,4
2511,14525,20150902,Low Risk,103153,0,0,0,0,0,4,0
2512,82690,20160811,Moderate Risk,103132,0,3,0,0,0,0,4
2513,35317,20171205,Moderate Risk,103119,0,4,0,0,0,0,0
2514,90342,20170915,Moderate Risk,103120,0,0,2,0,0,0,2
2515,86076,20160113,Low Risk,103157,0,0,0,0,0,0,1
2516,14740,20150331,High Risk,103109,0,0,1,0,0,0,1
2517,9156,20180307,Moderate Risk,103131,4,0,0,0,0,0,4
2518,14971,20150924,Moderate Risk,103133,0,0,0,0,0,2,1
2519,65819,20150508,Moderate Risk,103120,0,1,0,0,0,1,0
2520,15094,20150428,Moderate Risk,103131,0,0,0,0,0,2,0
2521,92584,20170908,Low Risk,103149,0,0,3,0,0,0,0
2522,36512,20160825,Moderate Risk,103124,0,0,0,0,0,0,2
2523,15279,20151001,Moderate Risk,103116,0,0,3,0,0,0,3
2524,75078,20171005,Low Risk,103162,0,2,0,0,0,1,1
2525,38566,20160314,High Risk,103103,0,5,0,0,0,0,2
2526,71356,20170606,Moderate Risk,103124,0,0,0,3,0,2,0
2527,3392,20170926,Moderate Risk,103124,0,0,2,0,0,1,2
2528,2861,20160410,High Risk,103109,0,0,3,5,0,0,1
2529,7482,20160407,Low Risk,103139,0,3,0,0,0,0,3
2530,70754,20160701,High Risk,103103,0,2,0,0,0,3,1
2531,32200,20150924,Low Risk,103139,0,0,0,0,0,4,5
2532,3446,20160525,Low Risk,103148,0,1,0,0,0,0,2
2533,83824,20160826,Moderate Risk,103119,0,3,0,0,0,0,2
2534,3626,20171004,High Risk,103105,0,2,0,0,0,0,2
2535,30496,20171107,Moderate Risk,103124,0,2,0,0,0,0,3
2536,89404,20161118,Low Risk,103161,0,4,0,0,0,0,5
2537,24198,20180313,Low Risk,103142,3,0,4,0,0,0,6
2538,80937,20171212,Moderate Risk,103119,0,4,0,0,0,5,2
2539,67371,20180308,Low Risk,103156,7,0,0,0,0,0,0
2540,68430,20180104,Moderate Risk,103124,1,0,0,0,0,0,2
2541,68237,20150326,Moderate Risk,103131,0,0,0,0,0,0,1
2542,9310,20171011,Low Risk,103157,0,2,0,0,0,0,2
2543,65860,20150630,Low Risk,103149,0,0,3,0,0,3,3
2544,24,20160311,Low Risk,103154,0,1,0,0,0,0,1
2545,62771,20160825,Moderate Risk,103120,0,0,7,0,0,4,2
2546,85933,20160411,Low Risk,103143,0,0,1,0,0,0,1
2547,76747,20160614,Low Risk,103149,0,0,0,0,0,0,3
2548,83098,20161214,Moderate Risk,103119,0,0,0,0,0,0,2
2549,16286,20161118,Low Risk,103143,0,0,0,0,0,0,4
2550,102,20170728,Moderate Risk,103124,4,0,2,0,0,0,4
2551,72004,20171004,Low Risk,103138,0,6,0,0,0,6,4
2552,18514,20171010,High Risk,103105,0,6,0,0,0,5,6
2553,93489,20180131,Low Risk,103157,4,0,0,0,0,0,0
2554,71841,20171006,Low Risk,103161,0,3,0,0,0,0,1
2555,75448,20150413,Moderate Risk,103116,0,0,0,0,0,10,2
2556,74999,20170914,Moderate Risk,103120,0,0,3,0,0,0,2
2557,7407,20170728,Low Risk,103157,0,0,3,0,0,0,4
2558,68860,20160826,Low Risk,103157,0,0,4,0,0,0,4
2559,75792,20180308,Moderate Risk,103119,4,0,2,0,0,0,1
2560,7493,20160420,Low Risk,103142,0,3,0,5,0,0,6
2561,994,20160810,Low Risk,103154,0,2,0,0,0,0,5
2562,85609,20160426,Moderate Risk,103120,0,4,0,0,0,0,4
2563,1950,20171115,Moderate Risk,103124,0,3,0,0,0,0,3
2564,78579,20160914,Moderate Risk,103124,2,0,0,1,0,0,1
2565,66874,20160426,Low Risk,103154,0,8,0,0,0,0,8
2566,67359,20160915,Moderate Risk,103120,0,0,3,0,0,0,3
2567,74229,20161015,High Risk,103112,0,1,0,5,0,0,1
2568,69705,20161117,Low Risk,103157,0,3,0,0,0,0,4
2569,2136,20150528,Low Risk,103154,0,1,0,0,0,3,0
2570,38126,20160420,High Risk,103105,0,3,0,1,0,0,3
2571,88461,20171011,Low Risk,103149,0,2,0,0,0,0,2
2572,5038,20160528,Low Risk,103154,3,0,0,0,0,0,3
2573,7745,20160422,Low Risk,103144,0,3,0,0,0,0,3
2574,3885,20160616,Low Risk,103154,0,0,0,0,0,0,4
2575,83998,20160429,High Risk,103105,0,0,2,0,0,0,3
2576,18120,20150618,Low Risk,103156,0,0,0,0,0,3,2
2577,85397,20151209,Moderate Risk,103124,0,0,0,0,0,0,2
2578,59065,20171004,Low Risk,103139,0,2,0,0,0,0,4
2579,69909,20180309,Low Risk,103142,3,0,4,0,0,2,4
2580,90194,20170412,Moderate Risk,103120,0,0,0,1,0,0,0
2581,57628,20180309,Moderate Risk,103124,3,0,0,0,0,0,1
2582,18310,20160825,Moderate Risk,103119,0,0,0,4,0,3,4
2583,85185,20151218,Moderate Risk,103119,0,0,0,0,0,0,4
2584,18815,20160413,Low Risk,103149,2,0,0,3,0,2,3
2585,84543,20160615,Low Risk,103157,4,0,4,0,0,0,4
2586,91340,20170830,Moderate Risk,103124,0,0,4,0,0,0,0
2587,2553,20180308,Moderate Risk,103119,5,0,0,0,0,2,2
2588,81297,20180313,Moderate Risk,103129,4,0,0,0,0,0,3
2589,3595,20180309,Low Risk,103154,3,0,0,0,0,0,1
2590,90760,20170320,Low Risk,103149,0,0,1,0,0,0,2
2591,67840,20150324,Moderate Risk,103124,0,0,0,3,0,0,3
2592,79923,20151014,High Risk,103104,0,0,0,3,0,0,5
2593,34161,20160426,Low Risk,103142,0,0,0,0,0,0,3
2594,36571,20161028,Low Risk,103161,0,0,4,0,0,0,6
2595,69665,20161118,Low Risk,103145,0,3,0,0,0,0,5
2596,83822,20160726,Low Risk,103161,0,0,3,0,0,0,5
2597,74217,20180312,Low Risk,103152,2,0,1,0,0,0,0
2598,89416,20171006,Low Risk,103157,0,2,0,0,0,0,1
2599,66220,20180313,Moderate Risk,103133,5,0,0,0,0,0,3
2600,83043,20171010,High Risk,103103,0,4,0,0,0,0,4
2601,86301,20160324,Moderate Risk,103120,0,1,3,0,0,0,2
2602,83843,20160212,High Risk,103102,0,0,1,0,0,0,1
2603,39048,20171005,Low Risk,103150,0,2,0,0,0,0,5
2604,81475,20171004,Moderate Risk,103132,0,3,0,0,0,0,2
2605,34434,20180109,Low Risk,103161,4,0,0,5,0,0,3
2606,86845,20160329,Moderate Risk,103124,0,3,0,0,0,0,8
2607,2739,20150326,Moderate Risk,103133,0,3,0,7,0,0,3
2608,98,20171003,Low Risk,103154,0,2,0,0,0,2,1
2609,69205,20160426,Low Risk,103139,0,7,0,0,0,7,7
2610,82677,20180116,Low Risk,103154,1,0,0,0,0,2,2
2611,5479,20150419,High Risk,103103,0,0,1,0,0,1,2
2612,89167,20170207,Moderate Risk,103124,0,2,0,0,0,0,5
2613,94387,20180309,Moderate Risk,103120,3,0,0,0,0,0,0
2614,77,20160311,High Risk,103103,0,2,0,0,0,0,2
2615,87951,20160714,High Risk,103102,0,6,0,0,0,0,3
2616,290,20160615,High Risk,103114,0,0,0,0,0,0,2
2617,84548,20161027,Moderate Risk,103124,0,4,0,0,0,0,4
2618,2689,20150930,Low Risk,103149,0,1,0,0,0,2,1
2619,84729,20160607,Moderate Risk,103133,0,0,0,0,0,0,2
2620,70576,20170828,Low Risk,103144,0,0,5,0,0,0,3
2621,4622,20150505,Low Risk,103154,0,6,0,0,0,5,0
2622,1300,20171005,High Risk,103109,0,6,0,0,0,4,8
2623,88878,20160819,Low Risk,103144,0,1,0,0,0,0,2
2624,71380,20160301,Low Risk,103156,0,3,0,0,0,1,3
2625,1566,20160705,Moderate Risk,103120,0,0,6,0,0,0,4
2626,2168,20160426,Low Risk,103144,3,0,4,0,0,3,3
2627,3578,20150323,Low Risk,103154,0,0,0,0,0,0,1
2628,5858,20150515,Low Risk,103143,0,0,0,0,0,2,0
2629,952,20160427,Low Risk,103145,0,0,4,0,0,0,4
2630,91853,20170607,Moderate Risk,103124,0,3,0,2,0,0,0
2631,76883,20150609,Moderate Risk,103121,0,0,0,0,0,2,0
2632,3795,20160614,Low Risk,103154,0,0,0,0,0,0,1
2633,87793,20180105,High Risk,103105,1,0,0,0,0,0,0
2634,62532,20160406,Moderate Risk,103120,0,0,0,0,0,0,2
2635,1930,20160427,Moderate Risk,103119,0,0,4,0,0,0,5
2636,14910,20161026,Low Risk,103161,0,0,0,0,0,0,1
2637,38112,20161118,Moderate Risk,103120,7,0,0,0,0,0,3
2638,84470,20171005,Low Risk,103144,0,3,0,0,0,0,1
2639,61806,20160414,Low Risk,103157,0,0,0,0,0,0,1
2640,1332,20160427,Moderate Risk,103120,0,3,0,0,0,0,6
2641,89773,20170719,Moderate Risk,103120,0,0,5,0,0,0,0
2642,2777,20171003,Low Risk,103143,0,3,0,0,0,0,2
2643,90939,20170407,Low Risk,103154,0,0,0,4,0,0,0
2644,69895,20170228,Low Risk,103139,0,0,0,0,0,0,1
2645,75044,20180313,Low Risk,103150,2,0,0,0,0,0,2
2646,79198,20160414,Low Risk,103147,0,0,0,0,0,0,2
2647,83945,20150723,Moderate Risk,103131,2,0,0,0,0,4,2
2648,61493,20170929,Low Risk,103157,0,0,2,0,0,0,3
2649,7772,20160707,Low Risk,103156,0,4,0,5,0,2,4
2650,61056,20160914,Moderate Risk,103120,1,0,3,0,0,1,1
2651,81956,20160713,Low Risk,103139,0,6,0,0,0,0,4
2652,74027,20160526,Low Risk,103150,0,0,0,0,0,0,1
2653,7599,20161027,Low Risk,103149,0,0,0,0,0,0,1
2654,64213,20150820,Low Risk,103156,0,0,0,0,0,3,3
2655,76477,20160426,Moderate Risk,103124,0,0,0,0,0,0,8
2656,74993,20150805,Low Risk,103154,0,0,0,0,0,5,6
2657,1304,20180131,Low Risk,103139,7,0,0,0,0,0,0
2658,39398,20160413,High Risk,103107,0,5,0,3,0,3,4
2659,77442,20160711,Low Risk,103144,0,0,4,0,0,0,6
2660,854,20160614,Low Risk,103138,0,0,0,0,0,0,6
2661,93532,20171103,High Risk,103112,0,1,0,0,0,0,0
2662,93422,20180122,High Risk,103107,1,0,0,0,0,0,0
2663,3221,20150915,Moderate Risk,103124,0,5,0,5,0,7,0
2664,85183,20161214,Low Risk,103150,0,3,0,0,0,0,5
2665,84910,20161027,Low Risk,103149,0,1,0,0,0,0,2
2666,91878,20170608,Low Risk,103157,0,0,0,3,0,0,0
2667,85824,20171003,Low Risk,103139,0,5,0,0,0,0,4
2668,90951,20170419,High Risk,103105,0,0,0,3,0,0,0
2669,67587,20150318,Low Risk,103149,0,0,0,0,0,1,3
2670,85307,20151201,Low Risk,103145,0,0,0,0,0,0,2
2671,90458,20180309,High Risk,103102,2,0,0,0,0,0,0
2672,79528,20160311,Low Risk,103149,2,0,4,0,0,0,9
2673,75173,20171221,Low Risk,103154,0,2,0,0,0,1,0
2674,92939,20170830,Moderate Risk,103120,0,0,4,0,0,0,0
2675,39695,20151008,Low Risk,103149,0,0,0,0,0,0,2
2676,4694,20160606,Low Risk,103154,0,0,0,0,0,0,3
2677,36758,20161214,Low Risk,103143,0,0,0,0,0,0,5
2678,20327,20151014,Low Risk,103154,0,4,0,0,0,0,4
2679,66894,20170929,Low Risk,103139,0,0,1,0,0,0,1
2680,83889,20161214,Low Risk,103156,0,0,0,0,0,4,3
2681,20824,20150324,Low Risk,103154,0,0,0,0,0,0,2
2682,85690,20160122,Low Risk,103145,0,0,0,6,0,0,3
2683,4475,20180308,Low Risk,103161,2,0,0,0,0,0,0
2684,79851,20160830,Low Risk,103144,0,0,0,0,0,0,2
2685,91405,20170504,Low Risk,103152,0,0,0,4,0,0,0
2686,71440,20150817,Low Risk,103150,4,0,0,0,0,2,10
2687,89086,20170228,Moderate Risk,103131,2,0,3,0,0,0,3
2688,87699,20160707,Low Risk,103139,1,0,1,0,0,0,1
2689,86404,20170313,High Risk,103103,0,0,0,0,0,0,1
2690,77462,20160614,Low Risk,103149,2,0,0,0,0,2,3
2691,70216,20171010,Low Risk,103156,0,5,0,0,0,0,4
2692,65271,20150706,Moderate Risk,103120,0,0,0,0,0,1,2
2693,4846,20160614,High Risk,103109,0,0,3,0,0,0,4
2694,4986,20170522,Low Risk,103149,3,0,0,4,0,0,3
2695,79595,20160506,High Risk,103105,0,0,0,0,0,0,1
2696,3869,20160711,Low Risk,103139,0,0,0,5,0,0,4
2697,70547,20160222,High Risk,103103,0,3,0,0,0,0,2
2698,588,20160615,Low Risk,103144,0,4,0,0,0,0,2
2699,835,20160613,Low Risk,103142,0,5,0,0,0,0,5
2700,74240,20160712,Low Risk,103150,0,3,0,0,0,1,3
2701,85166,20161005,Low Risk,103145,7,2,4,0,0,0,4
2702,27874,20160108,Low Risk,103156,1,0,0,0,0,0,1
2703,89296,20171011,Low Risk,103154,0,3,0,0,0,0,0
2704,80614,20160429,Low Risk,103148,0,0,0,0,0,0,6
2705,5961,20160219,Low Risk,103138,1,0,1,0,0,1,1
2706,93617,20171221,Moderate Risk,103127,0,4,0,0,0,0,0
2707,88118,20160816,Low Risk,103139,0,3,0,0,0,0,3
2708,67690,20150618,Moderate Risk,103120,0,0,0,0,0,2,1
2709,1939,20161214,Low Risk,103154,0,0,1,0,0,0,1
2710,3855,20171004,Low Risk,103144,0,2,0,0,0,0,2
2711,82218,20171020,Low Risk,103161,0,4,0,0,0,1,0
2712,57601,20161027,Low Risk,103138,0,0,0,0,0,1,1
2713,87338,20171106,Moderate Risk,103131,0,4,0,0,0,0,3
2714,36523,20160329,Low Risk,103138,0,0,0,0,0,0,4
2715,1366,20150528,Low Risk,103154,5,0,6,0,0,4,3
2716,90914,20170613,Low Risk,103144,0,0,0,1,0,0,0
2717,852,20150324,Moderate Risk,103133,0,6,0,0,0,0,6
2718,62573,20150610,Low Risk,103150,0,0,4,0,0,7,4
2719,5025,20171003,Low Risk,103156,0,3,0,0,0,1,2
2720,2957,20160712,Low Risk,103150,0,0,0,0,0,0,3
2721,78981,20160606,High Risk,103114,0,0,0,0,0,0,2
2722,64231,20150423,Moderate Risk,103118,0,0,0,3,0,2,5
2723,3300,20160511,Low Risk,103154,0,0,0,0,0,0,2
2724,4500,20150916,Low Risk,103161,0,0,4,0,0,3,0
2725,33712,20150422,Low Risk,103147,0,6,0,0,0,7,6
2726,5489,20150419,Moderate Risk,103119,0,0,0,0,0,2,3
2727,71373,20151006,Moderate Risk,103124,6,0,0,0,0,0,11
2728,92116,20170706,Low Risk,103139,0,0,4,0,0,0,0
2729,116,20170509,Moderate Risk,103120,0,0,0,1,0,0,6
2730,82992,20180302,Moderate Risk,103129,1,0,0,0,0,0,3
2731,273,20150526,Low Risk,103142,0,8,0,0,0,1,8
2732,11289,20180307,Low Risk,103148,3,0,0,0,0,0,2
2733,3936,20170504,High Risk,103103,0,0,0,1,0,0,2
2734,2917,20160311,High Risk,103105,0,1,0,0,0,0,2
2735,90917,20170613,Low Risk,103143,0,0,0,3,0,0,0
2736,82700,20171011,Moderate Risk,103119,0,4,0,0,0,0,3
2737,27947,20160713,Moderate Risk,103120,0,0,0,0,0,1,1
2738,3488,20161110,High Risk,103109,0,0,0,0,0,0,3
2739,59988,20160308,Low Risk,103154,0,0,0,0,0,0,4
2740,83365,20160308,Low Risk,103156,1,0,0,0,0,0,2
2741,66522,20150427,Low Risk,103154,0,0,7,0,0,8,0
2742,61976,20160419,Low Risk,103150,0,0,1,0,0,0,1
2743,61285,20160218,High Risk,103103,0,2,0,2,0,0,2
2744,78516,20160523,Low Risk,103144,0,0,0,0,0,0,4
2745,80624,20161214,Low Risk,103144,0,0,0,0,0,0,3
2746,36547,20160825,Low Risk,103154,0,0,0,0,0,0,1
2747,79345,20150831,High Risk,103105,0,0,0,4,0,3,0
2748,76914,20161209,Low Risk,103136,0,0,0,0,0,0,5
2749,35565,20160712,Moderate Risk,103131,0,0,3,0,0,3,3
2750,81971,20170824,Low Risk,103154,0,0,3,0,0,0,0
2751,85279,20160608,Moderate Risk,103119,0,3,0,0,0,0,2
2752,84983,20161007,High Risk,103114,0,2,0,0,0,0,2
2753,3055,20170606,Low Risk,103149,0,0,0,3,0,0,2
2754,4706,20150611,Low Risk,103142,0,3,0,0,0,3,5
2755,91974,20180312,Low Risk,103149,2,0,0,0,0,0,0
2756,76196,20160615,Moderate Risk,103125,0,0,0,0,0,0,2
2757,79212,20160914,Low Risk,103156,3,0,4,0,0,0,3
2758,38182,20160219,Low Risk,103148,0,0,0,0,0,0,3
2759,32654,20171003,Moderate Risk,103133,0,4,0,0,0,0,0
2760,4650,20180315,Low Risk,103138,5,0,0,0,0,0,1
2761,81310,20150508,Low Risk,103145,0,0,0,0,0,4,0
2762,90934,20170508,Low Risk,103139,0,0,0,1,0,0,0
2763,5552,20160527,Low Risk,103149,0,0,3,0,0,0,2
2764,32693,20160615,Low Risk,103142,2,0,0,0,0,0,3
2765,89648,20170112,Moderate Risk,103124,0,0,0,0,0,0,3
2766,78303,20161220,Moderate Risk,103131,3,0,0,0,0,3,2
2767,83696,20160614,Moderate Risk,103120,0,0,0,0,0,0,1
2768,2709,20160217,Moderate Risk,103120,0,0,0,0,0,3,5
2769,76245,20171003,Moderate Risk,103116,0,2,0,0,0,0,0
2770,34708,20180313,Low Risk,103154,4,0,3,0,0,4,2
2771,92844,20171025,Moderate Risk,103124,0,3,0,0,0,0,0
2772,16751,20150331,Low Risk,103148,0,2,0,0,0,0,5
2773,68390,20180313,High Risk,103103,5,0,6,0,0,0,7
2774,63404,20150512,Low Risk,103154,0,3,0,0,0,1,2
2775,86682,20161012,Low Risk,103144,0,0,0,8,0,0,6
2776,70619,20160615,Moderate Risk,103120,0,0,0,2,0,0,1
2777,78663,20180307,Low Risk,103149,2,0,0,0,0,0,2
2778,82354,20160713,Moderate Risk,103116,0,0,0,0,0,1,3
2779,93969,20171221,Low Risk,103148,0,1,0,0,0,0,0
2780,70258,20160826,Low Risk,103150,0,2,0,0,0,0,1
2781,71154,20160310,Low Risk,103154,1,0,1,0,0,1,1
2782,38259,20160712,Low Risk,103156,4,0,0,0,0,0,4
2783,68483,20171005,Low Risk,103156,0,5,0,0,0,0,3
2784,3167,20160412,Moderate Risk,103133,0,0,6,0,0,0,5
2785,38485,20170109,Low Risk,103154,0,0,4,0,0,0,6
2786,30156,20150914,Moderate Risk,103133,1,0,0,0,0,2,0
2787,8249,20160824,Moderate Risk,103119,0,1,0,0,0,0,2
2788,82807,20161209,Moderate Risk,103127,0,0,0,0,0,0,2
2789,77651,20161214,Moderate Risk,103119,0,0,0,0,0,4,3
2790,2035,20150923,High Risk,103102,0,0,0,5,0,8,0
2791,88942,20170216,Moderate Risk,103119,3,0,0,0,0,0,1
2792,34186,20180216,Low Risk,103143,2,0,0,4,0,0,3
2793,62816,20160713,Moderate Risk,103119,0,0,0,0,0,0,1
2794,5848,20171218,Moderate Risk,103119,0,1,0,0,0,0,1
2795,3850,20161215,Low Risk,103161,3,0,0,0,0,0,3
2796,76997,20160929,Low Risk,103161,5,3,0,0,0,1,5
2797,90950,20170605,Low Risk,103149,0,0,0,3,0,0,0
2798,40185,20160712,High Risk,103105,0,0,0,0,0,0,3
2799,77546,20160516,Low Risk,103142,0,0,0,2,0,0,3
2800,2955,20160608,High Risk,103105,3,0,0,7,0,0,4
2801,35659,20160527,Low Risk,103139,0,0,2,0,0,0,8
2802,62550,20161128,Moderate Risk,103133,0,1,0,0,0,0,7
2803,8882,20160324,Low Risk,103149,0,0,0,0,0,0,1
2804,83360,20150626,Low Risk,103148,0,0,2,0,0,2,0
2805,3397,20150609,Low Risk,103154,0,0,0,0,0,3,2
2806,67303,20160527,Low Risk,103156,0,0,0,0,0,0,2
2807,32835,20151009,High Risk,103109,0,0,0,0,0,0,2
2808,82217,20150326,Low Risk,103139,0,0,2,0,0,0,3
2809,76677,20150407,Low Risk,103149,5,0,1,0,0,2,1
2810,91210,20170918,Low Risk,103141,0,0,3,0,0,0,0
2811,79050,20170621,Low Risk,103156,4,0,0,5,0,0,4
2812,32919,20150930,Moderate Risk,103119,0,0,0,0,0,5,7
2813,33619,20150414,Moderate Risk,103131,0,0,1,0,0,1,0
2814,88675,20160825,Moderate Risk,103120,0,0,0,0,0,0,1
2815,1465,20160531,Low Risk,103144,0,0,3,0,0,3,2
2816,3393,20161118,Moderate Risk,103133,0,0,2,0,0,0,1
2817,86562,20161215,Moderate Risk,103124,0,0,0,0,0,0,5
2818,63447,20160531,Low Risk,103154,0,4,0,0,0,0,4
2819,628,20160418,Low Risk,103154,0,0,0,0,0,0,3
2820,70960,20160721,High Risk,103109,0,0,4,0,0,0,2
2821,93549,20171221,Moderate Risk,103132,0,1,0,0,0,0,0
2822,84551,20170613,Low Risk,103162,0,0,0,1,0,0,0
2823,63304,20150603,Moderate Risk,103120,0,0,0,0,0,1,0
2824,1952,20160516,High Risk,103103,0,2,0,0,0,0,2
2825,74760,20160410,Low Risk,103154,0,0,0,0,0,0,1
2826,5619,20160410,Low Risk,103154,0,0,0,3,0,0,1
2827,94542,20180309,Low Risk,103136,4,0,0,0,0,0,0
2828,14909,20161026,Low Risk,103154,0,0,0,0,0,0,1
2829,63918,20150901,Low Risk,103139,0,0,0,0,0,2,2
2830,2952,20160209,Moderate Risk,103119,0,0,2,0,0,1,1
2831,33198,20150414,Low Risk,103149,1,0,4,0,0,3,2
2832,67186,20171005,Moderate Risk,103124,0,2,0,0,0,1,1
2833,89393,20170103,Low Risk,103154,0,0,0,0,0,0,4
2834,7449,20160531,Low Risk,103150,0,1,0,0,0,0,1
2835,90840,20171010,High Risk,103109,0,2,0,0,0,0,0
2836,66394,20180308,Moderate Risk,103120,3,0,0,0,0,2,0
2837,86161,20160303,High Risk,103102,0,0,0,0,0,0,2
2838,7997,20151021,Moderate Risk,103129,0,2,0,0,0,0,1
2839,281,20180308,Low Risk,103157,1,0,0,0,0,0,1
2840,1994,20150914,Low Risk,103139,0,0,0,3,0,4,2
2841,79052,20151021,Low Risk,103162,0,0,0,0,0,0,6
2842,89475,20180308,Moderate Risk,103131,2,0,0,0,0,0,2
2843,61427,20150513,Low Risk,103142,0,0,0,0,0,5,8
2844,82963,20160528,High Risk,103112,0,0,4,0,0,0,2
2845,81789,20160528,Moderate Risk,103120,0,0,0,0,0,1,1
2846,64454,20161214,Moderate Risk,103120,0,0,0,0,0,4,2
2847,18462,20150410,Moderate Risk,103120,0,0,0,0,0,1,1
2848,10668,20160615,Low Risk,103154,2,0,0,0,0,0,2
2849,3769,20150602,Low Risk,103156,0,2,0,0,0,3,1
2850,4703,20150515,Low Risk,103149,4,0,7,0,0,3,7
2851,82607,20150803,Low Risk,103139,0,0,6,0,0,4,4
2852,65895,20150325,Moderate Risk,103120,0,0,0,0,0,0,2
2853,81839,20150803,Moderate Risk,103119,0,0,7,0,0,7,7
2854,33831,20150825,Low Risk,103162,0,0,0,0,0,4,0
2855,1912,20160222,Moderate Risk,103134,0,0,0,0,0,0,4
2856,3547,20160517,Moderate Risk,103124,0,2,0,2,0,0,3
2857,93186,20171019,Moderate Risk,103132,0,1,0,0,0,0,0
2858,86692,20161116,Low Risk,103157,0,0,0,0,0,0,4
2859,1125,20160527,Low Risk,103149,0,0,2,0,0,0,2
2860,72073,20160826,Moderate Risk,103124,0,0,0,0,0,0,2
2861,90448,20170309,Low Risk,103149,6,0,0,0,0,0,5
2862,86330,20170829,Low Risk,103139,0,0,3,0,0,0,3
