,Unnamed: 0,Unnamed: 0.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
2171,2171,9645,5640,AT&T - ROOM 2106 GILROY GARLIC [145172],24 WILLIE MAYS PLAZA 2.03.02  2106,San Francisco,CA,94107,37.778382,-122.39115100000001,"(37.778382, -122.391151)",14155971500.0,5640_20150419,4/19/2015 0:00,,Routine - Scheduled,5640_20150419_103133,Foods not protected from contamination,Moderate Risk,20150419,103133,2015-04-19,0,0,2,1,4,2,1
2172,2172,9653,6016,"On Lok Senior Health Services, Inc",1333 Bush St,San Francisco,CA,94109,37.788823,-122.41904699999999,"(37.788823, -122.419047)",,6016_20160706,7/6/2016 0:00,91.0,Routine - Unscheduled,6016_20160706_103103,High risk food holding temperature,High Risk,20160706,103103,2016-07-06,0,1,0,0,0,2,3
2173,2173,9676,78406,Joliba Cafe,601 South Van Ness Ave,San Francisco,CA,94110,,,,,78406_20150911,9/11/2015 0:00,89.0,Routine - Unscheduled,78406_20150911_103138,Improper storage use or identification of toxic substances,Low Risk,20150911,103138,2015-09-11,0,0,0,0,4,0,3
2174,2174,9682,65826,Subway #27657,701 Sutter St,San Francisco,CA,94109,37.788764,-122.412027,"(37.788764, -122.412027)",,65826_20161025,10/25/2016 0:00,90.0,Routine - Unscheduled,65826_20161025_103139,Improper food storage,Low Risk,20161025,103139,2016-10-25,0,0,2,0,3,0,1
2175,2175,9685,2280,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,San Francisco,CA,94121,37.780204,-122.480599,"(37.780204, -122.480599)",,2280_20180222,2/22/2018 0:00,83.0,Routine - Unscheduled,2280_20180222_103125,Noncompliance with shell fish tags or display,Moderate Risk,20180222,103125,2018-02-22,4,0,0,0,0,6,6
2176,2176,9686,84657,Grubstake,1525 Pine St,San Francisco,CA,94109,,,,,84657_20160512,5/12/2016 0:00,98.0,Routine - Unscheduled,84657_20160512_103139,Improper food storage,Low Risk,20160512,103139,2016-05-12,2,0,0,2,0,1,0
2177,2177,9693,2885,MOMO'S,760 02nd St,San Francisco,CA,94107,37.780046999999996,-122.389859,"(37.780047, -122.389859)",,2885_20160824,8/24/2016 0:00,71.0,Routine - Unscheduled,2885_20160824_103102,Unclean hands or improper use of gloves,High Risk,20160824,103102,2016-08-24,0,0,0,0,0,5,0
2178,2178,9697,5744,Fun Food Partners - Aunt Fanny's,Pier 39 West Park,San Francisco,CA,94133,37.668824,-122.409411,"(37.668824, -122.409411)",,5744_20150629,6/29/2015 0:00,98.0,Routine - Unscheduled,5744_20150629_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150629,103149,2015-06-29,0,0,0,0,0,0,1
2179,2179,9722,64195,Golden Gate Indian Cuisine & Pizza,1388 C 46th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,64195_20161024,10/24/2016 0:00,90.0,Routine - Unscheduled,64195_20161024_103139,Improper food storage,Low Risk,20161024,103139,2016-10-24,2,0,0,0,5,0,4
2180,2180,9723,328,Miyako,1470 Fillmore St,San Francisco,CA,94115,37.783017,-122.432584,"(37.783017, -122.432584)",,328_20160105,1/5/2016 0:00,90.0,Routine - Unscheduled,328_20160105_103131,Moderate risk vermin infestation,Moderate Risk,20160105,103131,2016-01-05,0,0,0,0,5,0,3
2181,2181,9728,90119,Tlaloc Sabor Mexicano,525 Commercial St,San Francisco,CA,94111,,,,,90119_20170309,3/9/2017 0:00,,New Ownership,90119_20170309_103120,Moderate risk food holding temperature,Moderate Risk,20170309,103120,2017-03-09,0,0,0,0,2,0,0
2182,2182,9729,1508,Nonna Rose Restaurant,Foot of Taylor St #7,San Francisco,CA,94133,37.795202,-122.413169,"(37.795202, -122.413169)",,1508_20150813,8/13/2015 0:00,84.0,Routine - Unscheduled,1508_20150813_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150813,103149,2015-08-13,4,0,1,0,0,0,7
2183,2183,9742,73860,Ben & Jerry's,5913 03rd St,San Francisco,CA,94124,,,,,73860_20150318,3/18/2015 0:00,96.0,Routine - Unscheduled,73860_20150318_103131,Moderate risk vermin infestation,Moderate Risk,20150318,103131,2015-03-18,0,0,0,0,2,0,1
2184,2184,9758,68158,I-Skewers,2407 JUDAH St,San Francisco,CA,94122,,,,14155683678.0,68158_20160823,8/23/2016 0:00,92.0,Routine - Unscheduled,68158_20160823_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160823,103154,2016-08-23,0,0,3,0,0,3,0
2185,2185,9773,13753,Taboun,203 Parnassus Ave,San Francisco,CA,94117,37.764573999999996,-122.45295,"(37.764574, -122.45295)",,13753_20160822,8/22/2016 0:00,91.0,Routine - Unscheduled,13753_20160822_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160822,103154,2016-08-22,0,4,0,0,0,2,0
2186,2186,9775,64236,Sutter Pub and Restaurant,700 Sutter St,San Francisco,CA,94102,37.78881,-122.41188000000001,"(37.78881, -122.41188)",,64236_20161025,10/25/2016 0:00,90.0,Routine - Unscheduled,64236_20161025_103120,Moderate risk food holding temperature,Moderate Risk,20161025,103120,2016-10-25,0,0,3,0,4,0,5
2187,2187,9777,86137,AFC Sushi @ Safeway #964,4950 Mission St,San Francisco,CA,94112,,,,,86137_20161210,12/10/2016 0:00,93.0,Routine - Unscheduled,86137_20161210_103115,Other high risk violation,High Risk,20161210,103115,2016-12-10,0,0,0,0,1,0,0
2188,2188,9781,3875,MARINA SUPER,2323 CHESTNUT St,San Francisco,CA,94123,37.800124,-122.441497,"(37.800124, -122.441497)",,3875_20160706,7/6/2016 0:00,65.0,Routine - Unscheduled,3875_20160706_103148,No thermometers or uncalibrated thermometers,Low Risk,20160706,103148,2016-07-06,6,0,0,0,0,11,3
2189,2189,9786,5830,Theodore Roosevelt Middle School,460 Arguello Blvd,San Francisco,CA,94118,37.782383,-122.458926,"(37.782383, -122.458926)",14155758446.0,5830_20150921,9/21/2015 0:00,98.0,Routine - Unscheduled,5830_20150921_103161,Low risk vermin infestation,Low Risk,20150921,103161,2015-09-21,0,1,0,0,0,0,1
2190,2190,9789,18102,Kim Son Restaurant,3614 BALBOA St,San Francisco,CA,94121,37.775728,-122.497701,"(37.775728, -122.497701)",14155815413.0,18102_20151116,11/16/2015 0:00,90.0,Routine - Unscheduled,18102_20151116_103154,Unclean or degraded floors walls or ceilings,Low Risk,20151116,103154,2015-11-16,0,0,0,0,5,0,3
2191,2191,9793,61109,East Park Kiosk,Pier 39,San Francisco,CA,94133,37.80824000000001,-122.41018899999999,"(37.80824, -122.410189)",,61109_20171002,10/2/2017 0:00,98.0,Routine - Unscheduled,61109_20171002_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20171002,103149,2017-10-02,0,1,0,0,0,2,1
2192,2192,9795,63095,AFC Sushi @ Safeway 1711,15 Marina Blvd,San Francisco,CA,94123,37.805073,-122.43310600000001,"(37.805073, -122.433106)",,63095_20171221,12/21/2017 0:00,98.0,Routine - Unscheduled,63095_20171221_103154,Unclean or degraded floors walls or ceilings,Low Risk,20171221,103154,2017-12-21,0,1,0,0,0,1,2
2193,2193,9804,88653,The Deli King,1143 Taraval St,San Francisco,CA,94116,,,,14155665464.0,88653_20160811,8/11/2016 0:00,90.0,Routine - Unscheduled,88653_20160811_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20160811,103116,2016-08-11,0,2,0,0,0,3,0
2194,2194,9810,3611,ABSINTHE BRASSERIE & BAR,398 HAYES St,San Francisco,CA,94102,37.77694,-122.42296200000001,"(37.77694, -122.422962)",14155551590.0,3611_20160628,6/28/2016 0:00,90.0,Routine - Unscheduled,3611_20160628_103139,Improper food storage,Low Risk,20160628,103139,2016-06-28,0,0,0,2,0,3,0
2195,2195,9812,13062,Everett Middle School,450 Church St,San Francisco,CA,zzzzz,37.763794,-122.42861699999999,"(37.763794, -122.428617)",,13062_20160914,9/14/2016 0:00,87.0,Routine - Unscheduled,13062_20160914_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160914,103124,2016-09-14,1,0,2,0,2,3,2
2196,2196,9814,65427,Locanda,557 VALENCIA St,San Francisco,CA,94110,37.763984,-122.42176599999999,"(37.763984, -122.421766)",,65427_20160823,8/23/2016 0:00,92.0,Routine - Unscheduled,65427_20160823_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20160823,103127,2016-08-23,0,0,0,0,0,2,2
2197,2197,9825,39862,Trader Joe's #236,265 Winston Dr,San Francisco,CA,94132,37.726890999999995,-122.475673,"(37.726891, -122.475673)",14155661835.0,39862_20160707,7/7/2016 0:00,90.0,Routine - Unscheduled,39862_20160707_103120,Moderate risk food holding temperature,Moderate Risk,20160707,103120,2016-07-07,0,0,0,2,0,4,2
2198,2198,9826,6916,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,San Francisco,CA,94124,37.749949,-122.393975,"(37.749949, -122.393975)",,6916_20150608,6/8/2015 0:00,94.0,Routine - Unscheduled,6916_20150608_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150608,103154,2015-06-08,0,0,0,5,0,0,2
2199,2199,9830,84690,Target Store T3203-Starbucks,1830 Ocean Ave,San Francisco,CA,94112,,,,14152307613.0,84690_20160824,8/24/2016 0:00,96.0,Routine - Unscheduled,84690_20160824_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160824,103119,2016-08-24,2,0,0,0,2,1,0
2200,2200,9844,68351,Mixt Greens,114 Sansome St #120,San Francisco,CA,94104,37.791456,-122.40071599999999,"(37.791456, -122.400716)",,68351_20160708,7/8/2016 0:00,81.0,Routine - Unscheduled,68351_20160708_103109,Unclean or unsanitary food contact surfaces,High Risk,20160708,103109,2016-07-08,0,2,0,0,0,5,0
2201,2201,9848,4492,Mollie Stone's Grand Central Market (Mezzanine Level),2435 CALIFORNIA St,San Francisco,CA,94115,37.788773,-122.434697,"(37.788773, -122.434697)",14155564902.0,4492_20160627,6/27/2016 0:00,90.0,Routine - Unscheduled,4492_20160627_103131,Moderate risk vermin infestation,Moderate Risk,20160627,103131,2016-06-27,0,0,0,2,0,3,0
2202,2202,9853,1768,Subway Sandwiches,1199 Sutter St,San Francisco,CA,94109,37.78778300000001,-122.41973700000001,"(37.787783, -122.419737)",,1768_20160705,7/5/2016 0:00,87.0,Routine - Unscheduled,1768_20160705_103112,No hot water or running water,High Risk,20160705,103112,2016-07-05,2,0,4,0,0,3,4
2203,2203,9859,1396,Sauce SF,131 GOUGH St,San Francisco,CA,94102,37.774644,-122.422554,"(37.774644, -122.422554)",,1396_20160614,6/14/2016 0:00,94.0,Routine - Unscheduled,1396_20160614_103161,Low risk vermin infestation,Low Risk,20160614,103161,2016-06-14,0,4,0,0,0,2,0
2204,2204,9861,3206,PPQ Vietnamese RESTAURANT,2332 CLEMENT St,San Francisco,CA,94121,37.782068,-122.48443200000001,"(37.782068, -122.484432)",,3206_20171115,11/15/2017 0:00,82.0,Routine - Unscheduled,3206_20171115_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171115,103119,2017-11-15,0,6,0,0,4,0,4
2205,2205,9864,70996,Hong Kong Lounge,5322 Geary Blvd,San Francisco,CA,94121,37.780538,-122.47663200000001,"(37.780538, -122.476632)",,70996_20160121,1/21/2016 0:00,60.0,Routine - Unscheduled,70996_20160121_103148,No thermometers or uncalibrated thermometers,Low Risk,20160121,103148,2016-01-21,0,0,7,0,0,7,11
2206,2206,9869,32925,Papalote,3409 24th St,San Francisco,CA,94110,37.752072999999996,-122.42093899999999,"(37.752073, -122.420939)",,32925_20180306,3/6/2018 0:00,90.0,Routine - Unscheduled,32925_20180306_103120,Moderate risk food holding temperature,Moderate Risk,20180306,103120,2018-03-06,4,0,5,0,0,0,2
2207,2207,9875,79654,Orenchi,174 Valencia St,San Francisco,CA,94103,,,,14150829579.0,79654_20160614,6/14/2016 0:00,77.0,Routine - Unscheduled,79654_20160614_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160614,103119,2016-06-14,0,0,5,0,0,5,0
2208,2208,9892,80832,Liquid Culture,170 A South Van Ness St,San Francisco,CA,94103,,,,14150428898.0,80832_20160526,5/26/2016 0:00,87.0,Routine - Unscheduled,80832_20160526_103147,Inadequate ventilation or lighting,Low Risk,20160526,103147,2016-05-26,3,0,0,0,4,3,0
2209,2209,9912,1968,AL-MASRI EGYPTIAN RESTAURANT,4031 BALBOA St,San Francisco,CA,94121,37.775453999999996,-122.50214799999999,"(37.775454, -122.502148)",,1968_20160708,7/8/2016 0:00,77.0,Routine - Unscheduled,1968_20160708_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160708,103119,2016-07-08,0,0,0,0,0,6,0
2210,2210,9914,1389,GASPARE'S PIZZA HOUSE & REST.,5546 GEARY Blvd,San Francisco,CA,94121,37.78047,-122.47883200000001,"(37.78047, -122.478832)",,1389_20161026,10/26/2016 0:00,78.0,Routine - Unscheduled,1389_20161026_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161026,103119,2016-10-26,0,3,0,0,4,0,0
2211,2211,9919,89787,CRABSTERS,2800 Leavenworth St,San Francisco,CA,94133,,,,,89787_20180228,2/28/2018 0:00,98.0,Routine - Unscheduled,89787_20180228_103150,Improper or defective plumbing,Low Risk,20180228,103150,2018-02-28,1,0,1,0,0,0,0
2212,2212,9920,61351,Don Pisto Restaurants LLC,510 Union St,San Francisco,CA,94133,37.800628,-122.407824,"(37.800628, -122.407824)",,61351_20160615,6/15/2016 0:00,86.0,Routine - Unscheduled,61351_20160615_103102,Unclean hands or improper use of gloves,High Risk,20160615,103102,2016-06-15,5,0,0,0,0,2,0
2213,2213,9930,66901,Camp,4014 GEARY Blvd,San Francisco,CA,94118,37.781197999999996,-122.462511,"(37.781198, -122.462511)",,66901_20161026,10/26/2016 0:00,86.0,Routine - Unscheduled,66901_20161026_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161026,103119,2016-10-26,0,0,0,0,5,0,0
2214,2214,9931,2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,San Francisco,CA,94134,37.727159,-122.403452,"(37.727159, -122.403452)",14155461818.0,2599_20160614,6/14/2016 0:00,74.0,Routine - Unscheduled,2599_20160614_103131,Moderate risk vermin infestation,Moderate Risk,20160614,103131,2016-06-14,0,0,0,0,5,6,0
2215,2215,9941,985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,San Francisco,CA,94116,37.742048,-122.499002,"(37.742048, -122.499002)",,985_20160614,6/14/2016 0:00,79.0,Routine - Unscheduled,985_20160614_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160614,103154,2016-06-14,0,0,7,0,0,5,0
2216,2216,9947,59289,Golden Gate Dim Sum Seafood,1829 Clement St,San Francisco,CA,94121,37.782243,-122.479009,"(37.782243, -122.479009)",,59289_20160602,6/2/2016 0:00,68.0,Routine - Unscheduled,59289_20160602_103157,Food safety certificate or food handler card not available,Low Risk,20160602,103157,2016-06-02,0,0,8,0,0,8,0
2217,2217,9957,68773,Nopalito,1224 9th Ave,San Francisco,CA,94122,37.765412,-122.466375,"(37.765412, -122.466375)",14155430303.0,68773_20160823,8/23/2016 0:00,90.0,Routine - Unscheduled,68773_20160823_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160823,103154,2016-08-23,4,0,0,0,0,3,0
2218,2218,9965,1582,Caffe Bianco,39 Sutter St,San Francisco,CA,94104,37.79010200000001,-122.40115800000001,"(37.790102, -122.401158)",,1582_20160426,4/26/2016 0:00,83.0,Routine - Unscheduled,1582_20160426_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160426,103144,2016-04-26,0,6,0,0,0,4,0
2219,2219,9972,81284,Red Door Coffee,505 Howard St,San Francisco,CA,94105,,,,,81284_20161213,12/13/2016 0:00,98.0,Routine - Unscheduled,81284_20161213_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20161213,103153,2016-12-13,2,0,0,0,1,0,0
2220,2220,9979,484,Columbus Cafe,562 Green St,San Francisco,CA,94133,37.799597999999996,-122.408394,"(37.799598, -122.408394)",,484_20160711,7/11/2016 0:00,91.0,Routine - Unscheduled,484_20160711_103109,Unclean or unsanitary food contact surfaces,High Risk,20160711,103109,2016-07-11,0,0,0,0,0,2,0
2221,2221,9988,2070,Street Restaurant,2141 Polk St,San Francisco,CA,94109,37.79632700000001,-122.42191100000001,"(37.796327, -122.421911)",,2070_20160614,6/14/2016 0:00,80.0,Routine - Unscheduled,2070_20160614_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160614,103124,2016-06-14,4,0,0,0,0,6,0
2222,2222,9996,1544,OMNI S.F. Hotel - Food & Beverage Storeroom,"500 California St, Basement",San Francisco,CA,94104,37.792888,-122.403135,"(37.792888, -122.403135)",,1544_20160311,3/11/2016 0:00,98.0,Routine - Unscheduled,1544_20160311_103150,Improper or defective plumbing,Low Risk,20160311,103150,2016-03-11,0,1,0,0,0,0,1
2223,2223,9997,92477,Stop & Save Market,784 O'Farrell St,San Francisco,CA,94109,,,,,92477_20171025,10/25/2017 0:00,94.0,Routine - Unscheduled,92477_20171025_103148,No thermometers or uncalibrated thermometers,Low Risk,20171025,103148,2017-10-25,0,3,0,0,0,0,0
2224,2224,9998,1318,GORDO TAQUERIA #6,5450 GEARY Blvd,San Francisco,CA,94121,37.780516999999996,-122.477804,"(37.780517, -122.477804)",,1318_20160712,7/12/2016 0:00,81.0,Routine - Unscheduled,1318_20160712_103105,Improper cooling methods,High Risk,20160712,103105,2016-07-12,0,0,4,0,0,1,6
2225,2225,10001,3982,SLIM'S,333 11th St,San Francisco,CA,94103,37.771501,-122.413439,"(37.771501, -122.413439)",14155250333.0,3982_20160824,8/24/2016 0:00,92.0,Routine - Unscheduled,3982_20160824_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160824,103124,2016-08-24,0,0,0,0,3,2,0
2226,2226,10004,880,Delicious Dim Sum,752 Jackson St,San Francisco,CA,94133,37.795974,-122.407574,"(37.795974, -122.407574)",,880_20171130,11/30/2017 0:00,88.0,Routine - Unscheduled,880_20171130_103138,Improper storage use or identification of toxic substances,Low Risk,20171130,103138,2017-11-30,0,4,0,0,5,8,0
2227,2227,10005,2737,CAFFE' ROMA,885 Bryant St,San Francisco,CA,94103,37.774677000000004,-122.404222,"(37.774677, -122.404222)",14155297662.0,2737_20150622,6/22/2015 0:00,83.0,Routine - Unscheduled,2737_20150622_103114,High risk vermin infestation,High Risk,20150622,103114,2015-06-22,0,0,3,0,0,0,5
2228,2228,10006,4803,SAN BRUNO SUPERMARKET,2480 SAN BRUNO Ave,San Francisco,CA,94134,37.730527,-122.40486100000001,"(37.730527, -122.404861)",,4803_20160614,6/14/2016 0:00,73.0,Routine - Unscheduled,4803_20160614_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160614,103119,2016-06-14,0,0,6,0,6,7,0
2229,2229,10010,5797,SLOAT ELEMENTARY SCHOOL,50 DARIEN Way,San Francisco,CA,94127,37.731868,-122.47095700000001,"(37.731868, -122.470957)",,5797_20161006,10/6/2016 0:00,98.0,Routine - Unscheduled,5797_20161006_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161006,103144,2016-10-06,1,0,1,0,3,0,2
2230,2230,10018,59179,Oasis Cafe,901 Divisadero St,San Francisco,CA,94115,37.777965,-122.438424,"(37.777965, -122.438424)",,59179_20150402,4/2/2015 0:00,81.0,Routine - Unscheduled,59179_20150402_103103,High risk food holding temperature,High Risk,20150402,103103,2015-04-02,0,0,0,0,0,0,5
2231,2231,10020,1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,37.788587,-122.413795,"(37.788587, -122.413795)",,1598_20160505,5/5/2016 0:00,90.0,Routine - Unscheduled,1598_20160505_103133,Foods not protected from contamination,Moderate Risk,20160505,103133,2016-05-05,0,2,0,7,0,3,0
2232,2232,10028,5485,AT&T - Hol N Jam Down Third (Cotton Candy/Lemonade),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500.0,5485_20160410,4/10/2016 0:00,98.0,Routine - Unscheduled,5485_20160410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160410,103149,2016-04-10,0,0,0,1,0,1,1
2233,2233,10029,477,Il Pollaio,555 Columbus Ave,San Francisco,CA,94133,37.800036,-122.40981699999999,"(37.800036, -122.409817)",,477_20160406,4/6/2016 0:00,88.0,Routine - Unscheduled,477_20160406_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160406,103124,2016-04-06,0,0,0,3,0,4,0
2234,2234,10031,63940,Mi Pueblito Market,2765 Mission St,San Francisco,CA,94110,37.752813,-122.41849599999999,"(37.752813, -122.418496)",,63940_20160310,3/10/2016 0:00,88.0,Routine - Unscheduled,63940_20160310_103141,Improper food labeling or menu misrepresentation,Low Risk,20160310,103141,2016-03-10,5,0,0,0,4,0,5
2235,2235,10032,69250,"Fame Venue, LLC",443 Broadway St,San Francisco,CA,94133,37.798082,-122.404622,"(37.798082, -122.404622)",,69250_20160707,7/7/2016 0:00,98.0,Routine - Unscheduled,69250_20160707_103150,Improper or defective plumbing,Low Risk,20160707,103150,2016-07-07,2,0,0,0,0,1,0
2236,2236,10037,7748,FOODS CO. #351,345 WILLIAMS Ave,San Francisco,CA,94124,37.730164,-122.39911399999998,"(37.730164, -122.399114)",14155331870.0,7748_20150728,7/28/2015 0:00,94.0,Routine - Unscheduled,7748_20150728_103120,Moderate risk food holding temperature,Moderate Risk,20150728,103120,2015-07-28,0,0,0,0,3,0,1
